year,value
1990,80.235
1991,76.058
1992,78.72
1993,78.789
1994,82.788
1995,80.836
1996,81.176
1997,80.895
1998,80.94
1999,81.345
2000,78.104
2001,72.248
2002,74.973
2003,76.082
2004,79.078
2005,80.641
2006,78.157
2007,73.164
2008,63.663
2009,51.062
2010,56.707
2011,61.055
2012,67.454
2013,71.645
2014,71.065
2015,72.844
2016,75.313
2017,76.57
2018,78.145
2019,75.563
2020,77.427
2021,81.799
2022,82.364
2023,76.652
2024,76.186
2025,76.286
