0,1
Table A.4.  Sectoral  list for,the 82 x 88IO
1  Agriculture,
"2 
Iron mining",
3  Nonferrous  metal mining,
4  Coal  mining,
,5  Crude petroleum and natural gas
6  Stone and clay mining,
7  Chemical and  fertilizers,
8  Construction,
9  Ordnance and accessories,
10  Food and kindred products,
