0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,Ground  rent,,,,,,,,,,,,,,,
604B58,EC re,millions of  S,8590.0,9874.0,11702.0,13535.0,14921.0,16340.0,17382.0,19368.0,22459.0,25213.0,27901.0,30785.0,34460.0,35742.0
607B58,FEEre,thousands,808.0,849.0,906.0,953.0,970.0,977.0,977.0,1007.0,1065.0,1117.0,1172.0,1.217,1257.0,1271.0
,e c r e = ( E C / F E E ) re,dollars,10631.0,11630.0,12916.0,14203.0,15382.0,16725.0,17791.0,19233.0,21088.0,22572.0,23806.0,25.296,27414.0,28121.0
610B  58,Lre,thousands,1021.0,1079.0,1173.0,1263.0,1286.0,1259.0,1273.0,1344.0,1407.0,1469.0,1509.0,1586.0,1651.0,1667.0
,W r e = e c r e x L re,millions of  $,10854.0,12549.0,15151.0,17938.0,19782.0,21056.0,22648.0,25850.0,29671.0,33158.0,35924.0,40119.0,45261.0,46878.0
Table  B.5,,,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
,"g W
, r =  W r eXg",millions of  S,3221.0,3739.0,4534.0,5202.0,5737.0,6106.0,6568.0,7496.0,8605.0,9616.0,10418.0,11635.0,13126.0,13595.0
,DUMMY,,,,,,,,,,,,,,,
,Government*,,,,,,,,,,,,,,,
604B78,ECfOvfed,millions of  $,70871.0,75.528,81685.0,86918.0,96099.0,107424.0,117022.0,124695.0,132005.0,140223.0,143539.0,150869.0,159313.0,168550.0
6O4B83,EC™.,millions of  $,132947.0,144.97,158857.0,173526.0,192154.0,209314.0,226877.0,241695.0,258885.0,278752.0,300260.0,322081.0,346466.0,373.005
,"W g o v , o c = E C , o v W + E C , O V fl",millions of  $,203818.0,220.498,240542.0,260444.0,288.253,316738.0,343899.0,366390.0,390890.0,418975.0,443799.0,472950.0,505779.0,541555.0
,W=Total   EC  and  WEQ,millions of  S,1140356.0,1268.469,1433637.0,1610759.0,1.773.254,1.956867,2071620.0,2199810.0,2404596.0,2565699.0,2719892.0,2913089.0,3152110.0,3337038.0
