0,1,2,3,4,5,6,7,8
y =  GDP r/Hl,"/hr  worked, pt & ft workers",16.82,17.06,17.61,17.97,18.09,17.92,18.25
y (index numbers),,151.46,153.61,158.57,161.76,162.9,161.37,164.34
"y,(BLS;  1948 = 100)",GDP  in /hr  worked by PEP,168.63,169.39,174.52,179.85,183.65,180.23,183.46
y2 =  GDP2 r/H2',/hr  by workers & SEP,16.04,16.07,16.49,16.8,16.74,16.58,16.93
y2 (index numbers),,167.19,167.5,171.86,175.06,174.46,172.85,176.4
