0,0,1,2,3,4,5,6,7,8
,,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0
,,2366.72,2691.95,3054.58,3456.06,3832.06,4140.14,4653.19,4762.47
,,1931.16,2209.88,2517.8,2851.83,3160.15,3425.89,3847.44,3921.46
,,1023.78,1187.33,1367.27,1545.89,1710.49,1851.27,2078.34,2114.61
,,78.69,89.45,106.43,125.44,143.45,160.92,182.0,192.05
,,828.7,933.1,1044.1,1180.5,1306.2,1413.7,1587.1,1614.8
,,56.3,55.7,58.9,70.1,83.1,77.2,92.0,89.6
,,41.3,46.0,50.2,56.5,72.7,107.3,143.7,132.1
,,76.5,86.2,97.9,115.6,131.4,137.7,138.4,140.9
,,357.3,409.3,465.3,518.8,561.8,581.0,643.1,634.6
,,141.7,160.4,178.9,201.0,216.1,240.8,269.6,288.4
,,133.2,149.7,166.0,188.7,209.1,235.8,262.3,289.1
,,10.1,11.5,12.7,15.4,17.4,18.9,20.4,21.7
,,11.4,12.8,14.2,15.9,17.0,18.8,19.5,21.3
,,11.2,12.9,14.8,17.5,19.6,21.1,23.1,23.5
,,4.6,5.1,5.9,6.9,7.6,9.2,9.2,9.6
,,3.1,3.8,4.2,5.6,5.0,5.0,5.5,6.3
,,7.7,8.6,9.8,10.4,11.5,12.4,14.0,15.1
,,57.8,66.2,73.6,82.6,93.1,108.1,124.7,142.0
,,11.4,11.7,12.1,13.1,14.4,16.0,17.5,19.1
,,15.9,17.1,18.7,21.3,23.5,26.3,28.4,30.5
,,18.8,20.3,23.8,27.8,33.9,39.6,47.5,45.7
,,22.4,25.8,26.9,29.8,32.0,33.9,38.0,40.1
,,11.0,13.8,14.2,15.9,17.6,18.6,21.9,22.2
,,11.4,12.0,12.7,13.9,14.4,15.3,16.1,17.9
,,433.06,478.48,536.78,606.13,672.91,709.35,801.65,841.12
,,103.25,115.69,131.33,147.87,163.83,171.94,194.31,203.79
,,24.34,27.25,31.94,37.64,43.05,48.29,54.62,57.63
,,305.47,335.53,373.51,420.63,466.03,489.11,552.73,579.7
,,117.5,125.5,139.8,157.9,179.5,193.9,214.0,219.0
,,156.2,174.2,193.0,215.5,236.3,245.0,269.1,287.5
,,31.77,35.83,40.71,47.23,50.23,50.21,69.63,73.2
,,52.42,58.23,65.64,75.47,83.11,88.15,99.08,104.97
,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,,74.4,82.8,93.5,107.7,118.6,125.8,141.4,149.8
,,161.8,178.5,198.7,228.0,254.7,281.5,318.7,342.7
,,87.4,95.7,105.2,120.3,136.1,155.7,177.3,192.9
,,83.6,91.3,100.2,114.8,129.6,148.1,168.1,183.6
,,3.8,4.4,5.0,5.5,6.5,7.6,9.2,9.3
,,20.65,22.4,24.93,28.24,32.87,37.94,29.45,31.77
,,21.98,24.57,27.86,32.23,35.49,37.65,42.32,44.83
,,2.5,3.6,0.0,-1.9,-1.0,4.9,4.1,-0.1
,,65.17,76.18,88.36,99.9,110.54,119.64,134.31,136.66
,,1088.95,1263.51,1455.63,1645.79,1821.04,1970.91,2212.65,2251.27
,,1342.95,1504.62,1687.31,1910.17,2121.56,2288.87,2574.85,2647.86
,,1277.77,1428.45,1598.95,1810.27,2011.02,2169.23,2440.54,2511.2
