0,1,2,3,4,5,6,7,8
,S'/V'=(VA'-V')/V',2.08,2.09,2.08,2.04,2.04,2.09,2.08
,VA'=NNP + RYr'y + RY; + RYt't,1768.91,1985.44,2251.33,2507.18,2725.12,3040.72,3137.27
112 1°,NNP,1603.6,1789.0,2019.8,2242.4,2428.1,2704.8,2782.8
,"=  CC p r 0 <j + 
eC   p r s e rv",574.52,643.32,731.84,824.04,895.62,984.62,1017.83
Sources,Variables,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0
