0,0,1,2,3,4,5,6,7,8
,,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0
,,4762.47,5085.62,5689.1,6014.56,6236.33,6614.45,7223.85,7639.86
,,2114.61,2235.61,2497.25,2618.65,2664.48,2808.66,3122.99,3278.25
,,2647.86,2850.01,3191.85,3395.91,3571.85,3805.79,4100.86,4361.61
,,2511.2,2705.53,3030.46,3226.68,3399.66,3624.28,3899.03,4149.75
,,136.66,144.48,161.39,169.23,172.19,181.51,201.83,211.86
,,4763.86,5086.97,5691.02,6014.18,6224.47,6606.59,7226.22,7641.82
,,2114.61,2235.61,2497.25,2618.65,2664.48,2808.66,3122.99,3278.25
,,2649.25,2851.36,3193.77,3395.53,3559.99,3797.93,4103.23,4363.57
,,317.07,352.37,394.43,436.73,472.79,511.57,553.24,597.13
,,1710.89,1853.81,2013.39,2161.53,2275.73,2434.73,2619.76,2777.29
,,414.52,466.85,626.53,601.72,614.64,651.16,694.94,714.89
,,-47.94,-79.65,-129.87,-141.28,-156.38,-164.96,-131.34,-110.05
,,254.71,257.99,289.29,336.83,353.2,365.44,366.63,384.31
,,2332.19,2499.0,2799.34,2958.81,3087.2,3286.36,3549.99,3766.45
,,2512.59,2706.88,3032.38,3226.3,3387.8,3616.42,3901.4,4151.71
,,4763.86,4896.03,5284.14,5374.6,5417.29,5547.09,5957.31,6050.53
,,2649.25,2744.33,2965.43,3034.44,3098.34,3188.86,3382.71,3454.93
,,3166.0,3277.86,3502.6,3587.94,3682.86,3791.44,4017.89,4117.82
,,3166.0,3405.7,3772.3,4014.9,4231.6,4515.6,4873.7,5200.8
,,100.0,103.9,107.7,111.9,114.9,119.1,121.3,126.3
,,1.5,1.49,1.51,1.5,1.47,1.46,1.48,1.47
,,0.82,0.82,0.82,0.81,0.81,0.81,0.82,0.81
,,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19
,,0.51,0.51,0.51,0.51,0.5,0.5,0.51,0.51
,,0.49,0.49,0.49,0.49,0.5,0.5,0.49,0.49
,,5951.66,6407.16,7119.72,7594.93,1914.11,8510.87,9198.45,9789.83
,,2785.66,3001.46,3347.42,3580.03,3743.11,3995.27,4324.75,4589.02
,,3166.0,3405.7,3772.3,4014.9,4231.6,4515.6,4873.7,5200.8
,,2050.7,2234.5,2430.5,2629.0,2797.4,3009.4,3238.2,3450.1
