0,1969,1970,1971,1972,1973,1974,1975
,78875.0,78275.0,77937.0,79856.0,83299.0,84612.0,82827.0
"L L
p",34125.0,33247.0,32727.0,33896.0,35462.0,35657.0,33615.0
