0,1,2,3,4,5,6,7,8
y =  GDP r/Hl,"/hr  worked, pt & ft workers",13.27,13.26,13.52,13.87,14.21,14.34,14.72
y (index  numbers),,119.51,119.39,121.72,124.89,127.97,129.07,132.57
"y,(BLS;  1948 = 100)",GDP in /hr  worked by  PEP,121.67,122.43,124.71,127.57,131.75,133.08,137.45
y2 = GDP2 r/H2 c,/hr  by workers & SEP,12.29,12.39,12.63,12.81,13.33,13.41,13.79
y2 (index  numbers),,128.06,129.12,131.65,133.47,138.89,139.75,143.74
