0,0,1,2,3,4,5,6,7,8,9,10,11,12
,,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0
,,1715206.0,,1817441.6,,1776661.2,1847669.0,1926216.9,1927528.5,1840775.1,1909581.7,1986444.0,2081984.8
,,38.0,37.8,37.7,37.1,36.9,37.0,36.9,36.5,36.1,36.1,36.0,35.8
,,45137.0,46473.0,48208.0,,48148.0,49937.0,52201.0,,50991.0,52897.0,55179.0,58156.0
,,1177566.0,1205826.2,1246217.1,1208790.8,1191280.5,1243679.1,,1297908.7,1215680.9,,1319470.4,1384694.5
,,443628.6,452766.2,467455.8,472137.5,477886.5,493311.5,509139.0,512965.8,509279.7,,543322.8,566505.1
,,36.6,36.1,35.7,35.3,35.1,34.9,34.6,34.2,33.9,33.7,33.3,32.9
,,12121.0,12542.0,,13375.0,13615.0,14135.0,14715.0,14999.0,15023.0,15649.0,16316.0,17219.0
,,94011.4,98087.0,103768.7,105659.3,,110678.4,,116654.0,115814.5,118045.2,123650.8,130785.2
,,37.1,37.0,37.1,36.7,36.6,36.6,36.6,36.5,36.5,36.4,36.4,36.4
,,2534.0,2651.0,2797.0,2879.0,2937.0,3024.0,3121.0,3196.0,3173.0,3243.0,3397.0,3593.0
,,30482.0,31280.0,32317.0,31902.0,31596.0,32778.0,34365.0,34614.0,,34005.0,,37344.0
,,2008.84,2004.57,2005.24,,1960.58,1973.01,1971.43,1949.83,1927.59,1933.14,1934.6,1928.13
,,2002.36,1983.89,1986.12,1981.37,1985.51,1985.96,1975.28,1946.57,,1935.51,1930.12,1917.76
,,2005.2,1992.88,1994.39,1976.68,1975.04,1980.46,1973.64,1947.94,1939.06,1934.54,1931.94,1921.97
,,75137.0,76929.0,78875.0,78275.0,77937.0,79856.0,83299.0,84612.0,82827.0,85151.0,88116.0,92539.0
,,32856.32,33445.35,34125.42,33247.21,32727.42,33896.34,,35657.47,33615.19,34677.07,35797.86,37609.57
,,42280.68,43483.65,44749.58,45027.79,45209.58,,47836.87,,49211.81,50473.93,52318.14,54929.43
,,1.0,0.99,0.99,1.01,1.01,1.01,1.0,1.0,1.01,1.0,1.0,0.99
,,7066.52,7586.58,,8819.44,9394.5,9982.99,10550.34,11494.79,12476.44,13486.78,14386.11,15373.08
,,6581.91,7079.28,7654.58,8133.96,8785.45,9567.5,10447.47,11175.92,12219.18,13254.44,14409.09,15666.28
,,1.07,1.07,1.06,1.08,1.07,1.04,1.01,1.03,1.02,1.02,1.0,0.98
,,0.93,0.92,0.93,0.93,0.95,0.96,0.99,0.97,0.99,0.98,1.0,1.01
,,2.1,2.08,2.01,2.03,2.08,1.99,1.94,1.95,2.11,2.11,2.1,2.07
,,1.88,1.85,1.81,1.81,1.91,1.89,1.92,1.87,2.08,2.06,2.1,2.11
,,0.89,0.89,0.9,0.89,0.92,0.95,0.99,0.96,0.98,0.98,1.0,1.02
