0,0,1,2,3,4,5,6,7
,,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1961.0
,,840.27,843.31,859.98,862.46,915.87,927.06,950.45
,,535.24,517.3,522.82,519.34,559.07,557.4,578.65
,,1.9,1.84,1.88,2.01,1.99,1.99,2.03
,,0.64,0.59,0.59,0.59,0.6,0.58,0.59
,,1118.53,1144.64,1149.23,1104.1,1172.29,1182.87,1183.78
,,408.53,427.99,429.03,404.17,432.11,438.39,438.83
,,2.52,2.5,2.51,2.57,2.55,2.53,2.53
,,1.56,1.53,1.52,1.5,1.5,1.46,1.45
,,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0
,,1316.15,1303.99,1343.91,1389.2,1454.04,1441.19,1462.1
,,764.15,734.08,778.68,814.11,865.4,822.84,822.8
,,2.01,2.03,2.08,1.99,1.94,1.95,2.11
,,0.53,0.5,0.52,0.52,0.53,0.5,0.51
,,1562.3,1521.57,1541.12,1631.4,1797.57,1824.17,1836.34
,,637.11,630.38,640.37,694.44,746.95,727.2,693.83
,,2.38,2.36,2.38,2.34,2.4,2.47,2.65
,,1.31,1.27,1.28,1.28,1.33,1.34,1.39
,,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0
,,1795.76,1951.51,2018.49,2089.74,2152.29,2269.42,2330.44
,,951.3,1061.17,1081.37,1096.69,1124.43,1198.93,1241.01
,,2.22,2.26,2.33,2.4,2.42,2.4,2.44
,,0.49,0.52,0.51,0.5,0.5,0.5,0.51
,,2290.75,2468.56,2491.4,2468.82,2510.64,2740.99,2763.35
,,806.66,856.72,862.74,866.04,890.76,922.88,928.71
,,2.83,2.86,2.88,2.84,2.82,2.9,2.89
,,1.49,1.51,1.51,1.49,1.49,1.49,1.49
