0,1,2,3,4,5,6,7,8
,,,395.6,711.79,914.05,1200.79,1728.88,3054.58
,,U'=M p,173.22,308.0,389.68,500.66,714.33,1367.27
,,GFP =  T P  -U,221.87,403.67,523.74,699.15,1014.08,1690.83
