0,1,2,3,4,5,6,7,8
,S //V /=(VA /-V /)/V /,1.83,1.91,1.91,1.88,1.84,1.78,1.86
,"i 
V A  ' = N NP +   RYry +  RYp  +  RY,",255.71,254.24,282.06,325.64,344.03,364.75,366.03
"112 
\a",NNP,241.2,238.4,264.6,306.2,322.5,340.7,340.0
,V'=ec p r od +  ecprserv,90.22,87.44,96.99,112.88,121.21,131.4,127.93
Sources,Variables,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1961.0
