Workbook,Sheet,Year,Value,Industry Description
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,31211.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,30353.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,30948.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,33651.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,34489.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,32475.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,27820.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,22783.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,21820.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,21954.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,22392.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,23861.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,25359.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,28411.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,29247.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,28855.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,29903.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,30338.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,29443.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,29980.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,32222.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,32241.0,Furniture and related products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,52128.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,55166.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,57549.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,59086.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,57379.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,60922.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,62049.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,63737.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,66142.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,70326.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,72149.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,75425.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,81251.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,83105.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,80348.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,81323.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,78407.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,78776.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,77775.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,83818.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,86379.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,91338.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,91057.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,91774.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,97885.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,105670.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,116514.0,Miscellaneous manufacturing
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,123008.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,128027.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,149882.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,149758.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,160511.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,161446.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,164095.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,160773.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,162550.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,177666.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,177938.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,183310.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,213273.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,197396.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,184366.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,194341.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,205034.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,217247.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,242885.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,247252.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,252004.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,248100.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,251145.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,268329.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,284588.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,275806.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,315475.0,Food and beverage and tobacco products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,27359.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,28047.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,28459.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,27959.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,24844.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,23990.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,18679.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,22118.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,20634.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,20048.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,19261.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,17810.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,15093.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,15531.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,15046.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,15945.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,16668.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,17638.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,17687.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,18188.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,17296.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,16580.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,16688.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,15870.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,16997.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,17376.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,16997.0,Textile mills and textile product mills
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,25143.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,23407.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,22388.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,22135.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,19443.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,18123.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,15472.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,14565.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,13821.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,12845.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,11834.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,11560.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,9858.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,10377.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,10119.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,9995.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,10221.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,9917.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,9699.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,9624.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,9434.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,9303.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,9604.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,9441.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,10761.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,12259.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,12404.0,Apparel and leather and allied products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,55278.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,55766.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,59318.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,62079.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,53397.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,54021.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,50925.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,52634.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,51567.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,57868.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,55630.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,51290.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,59128.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,56279.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,53734.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,53055.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,56486.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,56894.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,59873.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,58664.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,55778.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,60127.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,62593.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,64921.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,64429.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,70094.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,74564.0,Paper products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,37381.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,39627.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,42113.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,43619.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,42659.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,42079.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,42131.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,42693.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,44405.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,46760.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,47648.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,45144.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,39586.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,39406.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,38736.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,38392.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,39031.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,39109.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,40303.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,41114.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,40552.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,41425.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,41455.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,36401.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,38821.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,41487.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,42793.0,Printing and related support activities
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,47394.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,50006.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,45124.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,52554.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,68200.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,50606.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,81117.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,104042.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,140857.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,139727.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,154493.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,154480.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,110458.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,123702.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,158663.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,158992.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,146090.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,147410.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,130977.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,75151.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,110179.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,153777.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,142905.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,60105.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,142681.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,229638.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,216128.0,Petroleum and coal products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,172847.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,180422.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,188187.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,187309.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,193287.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,207389.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,210138.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,226265.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,222457.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,253144.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,267378.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,264876.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,287526.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,302804.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,302739.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,301537.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,314811.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,319418.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,319105.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,338657.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,339978.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,391037.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,370709.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,388646.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,457307.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,517190.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,527486.0,Chemical products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,57315.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,61520.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,65720.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,65264.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,63342.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,62847.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,62514.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,63571.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,62808.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,63787.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2007,63241.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2008,55748.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2009,60403.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2010,61832.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2011,62700.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2012,67558.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2013,68520.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2014,66443.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2015,77158.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2016,78539.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2017,76787.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2018,80279.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2019,84109.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2020,79932.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2021,82419.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2022,93984.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2023,97029.0,Plastics and rubber products
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1997,411498.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1998,442008.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,1999,458636.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2000,493899.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2001,486105.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2002,484217.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2003,506873.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2004,553359.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2005,600318.0,Wholesale trade
BEA-BLS-industry-level-production-account-1997-2023.xlsx,Value Added,2006,647658.0,Wholesale trade
