Industry Description,Year,Value
Water transportation,2002,1949.0
Water transportation,2003,2330.0
Water transportation,2004,2420.0
Water transportation,2005,2815.0
Water transportation,2006,3056.0
Water transportation,2007,3400.0
Water transportation,2008,3650.0
Water transportation,2009,3435.0
Water transportation,2010,3437.0
Water transportation,2011,3688.0
Water transportation,2012,3692.0
Water transportation,2013,3887.0
Water transportation,2014,4099.0
Water transportation,2015,4142.0
Water transportation,2016,3856.0
Water transportation,2017,3963.0
Water transportation,2018,3937.0
Water transportation,2019,4178.0
Water transportation,2020,3739.0
Water transportation,2021,3650.0
Water transportation,2022,4364.0
Water transportation,2023,5075.0
Truck transportation,1997,53780.0
Truck transportation,1998,56628.0
Truck transportation,1999,61621.0
Truck transportation,2000,62198.0
Truck transportation,2001,63451.0
Truck transportation,2002,63808.0
Truck transportation,2003,67149.0
Truck transportation,2004,70977.0
Truck transportation,2005,77380.0
Truck transportation,2006,81184.0
Truck transportation,2007,83477.0
Truck transportation,2008,79691.0
Truck transportation,2009,71940.0
Truck transportation,2010,71046.0
Truck transportation,2011,76152.0
Truck transportation,2012,80571.0
Truck transportation,2013,82632.0
Truck transportation,2014,88675.0
Truck transportation,2015,94207.0
Truck transportation,2016,94240.0
Truck transportation,2017,96945.0
Truck transportation,2018,103470.0
Truck transportation,2019,111597.0
Truck transportation,2020,104481.0
Truck transportation,2021,119352.0
Truck transportation,2022,132721.0
Truck transportation,2023,130813.0
Transit and ground passenger transportation,1997,8760.0
Transit and ground passenger transportation,1998,8589.0
Transit and ground passenger transportation,1999,9707.0
Transit and ground passenger transportation,2000,9456.0
Transit and ground passenger transportation,2001,10164.0
Transit and ground passenger transportation,2002,10116.0
Transit and ground passenger transportation,2003,11271.0
Transit and ground passenger transportation,2004,11761.0
Transit and ground passenger transportation,2005,12835.0
Transit and ground passenger transportation,2006,13950.0
Transit and ground passenger transportation,2007,14342.0
Transit and ground passenger transportation,2008,14703.0
Transit and ground passenger transportation,2009,14730.0
Transit and ground passenger transportation,2010,15403.0
Transit and ground passenger transportation,2011,15959.0
Transit and ground passenger transportation,2012,15993.0
Transit and ground passenger transportation,2013,16324.0
Transit and ground passenger transportation,2014,17514.0
Transit and ground passenger transportation,2015,18890.0
Transit and ground passenger transportation,2016,20867.0
Transit and ground passenger transportation,2017,22425.0
Transit and ground passenger transportation,2018,25623.0
Transit and ground passenger transportation,2019,33852.0
Transit and ground passenger transportation,2020,19701.0
Transit and ground passenger transportation,2021,23372.0
Transit and ground passenger transportation,2022,31305.0
Transit and ground passenger transportation,2023,35648.0
Pipeline transportation,1997,2576.0
Pipeline transportation,1998,2460.0
Pipeline transportation,1999,2687.0
Pipeline transportation,2000,3362.0
Pipeline transportation,2001,3263.0
Pipeline transportation,2002,2385.0
Pipeline transportation,2003,2375.0
Pipeline transportation,2004,2212.0
Pipeline transportation,2005,2145.0
Pipeline transportation,2006,2412.0
Pipeline transportation,2007,2687.0
Pipeline transportation,2008,2728.0
Pipeline transportation,2009,2719.0
Pipeline transportation,2010,3006.0
Pipeline transportation,2011,3400.0
Pipeline transportation,2012,3962.0
Pipeline transportation,2013,3484.0
Pipeline transportation,2014,3871.0
Pipeline transportation,2015,4186.0
Pipeline transportation,2016,4171.0
Pipeline transportation,2017,4413.0
Pipeline transportation,2018,4663.0
Pipeline transportation,2019,4994.0
Pipeline transportation,2020,4782.0
Pipeline transportation,2021,4446.0
Pipeline transportation,2022,4804.0
Pipeline transportation,2023,5378.0
Other transportation and support activities,1997,31685.0
Other transportation and support activities,1998,32702.0
Other transportation and support activities,1999,34009.0
Other transportation and support activities,2000,35736.0
Other transportation and support activities,2001,37135.0
Other transportation and support activities,2002,34526.0
Other transportation and support activities,2003,40207.0
Other transportation and support activities,2004,42163.0
Other transportation and support activities,2005,45607.0
Other transportation and support activities,2006,46145.0
Other transportation and support activities,2007,48244.0
Other transportation and support activities,2008,48950.0
Other transportation and support activities,2009,46056.0
Other transportation and support activities,2010,47441.0
Other transportation and support activities,2011,48969.0
Other transportation and support activities,2012,51027.0
Other transportation and support activities,2013,51919.0
Other transportation and support activities,2014,54293.0
Other transportation and support activities,2015,58350.0
Other transportation and support activities,2016,59566.0
Other transportation and support activities,2017,64072.0
Other transportation and support activities,2018,67863.0
Other transportation and support activities,2019,76045.0
Other transportation and support activities,2020,76643.0
Other transportation and support activities,2021,92590.0
Other transportation and support activities,2022,104844.0
Other transportation and support activities,2023,110440.0
Warehousing and storage,1997,14782.0
Warehousing and storage,1998,15194.0
Warehousing and storage,1999,14465.0
Warehousing and storage,2000,16286.0
Warehousing and storage,2001,16846.0
Warehousing and storage,2002,16831.0
Warehousing and storage,2003,18047.0
Warehousing and storage,2004,20898.0
Warehousing and storage,2005,23416.0
Warehousing and storage,2006,23692.0
Warehousing and storage,2007,25762.0
Warehousing and storage,2008,26249.0
Warehousing and storage,2009,26729.0
Warehousing and storage,2010,27167.0
Warehousing and storage,2011,27647.0
Warehousing and storage,2012,29703.0
Warehousing and storage,2013,30330.0
Warehousing and storage,2014,31898.0
Warehousing and storage,2015,36488.0
Warehousing and storage,2016,40422.0
Warehousing and storage,2017,45290.0
Warehousing and storage,2018,50449.0
Warehousing and storage,2019,54472.0
Warehousing and storage,2020,63542.0
Warehousing and storage,2021,77671.0
Warehousing and storage,2022,90913.0
Warehousing and storage,2023,93681.0
"Publishing industries, except internet (includes software)",1997,24427.0
"Publishing industries, except internet (includes software)",1998,28055.0
"Publishing industries, except internet (includes software)",1999,33321.0
"Publishing industries, except internet (includes software)",2000,31460.0
"Publishing industries, except internet (includes software)",2001,29224.0
"Publishing industries, except internet (includes software)",2002,24891.0
"Publishing industries, except internet (includes software)",2003,28690.0
"Publishing industries, except internet (includes software)",2004,23875.0
"Publishing industries, except internet (includes software)",2005,25053.0
"Publishing industries, except internet (includes software)",2006,22808.0
"Publishing industries, except internet (includes software)",2007,24875.0
"Publishing industries, except internet (includes software)",2008,24433.0
"Publishing industries, except internet (includes software)",2009,22711.0
"Publishing industries, except internet (includes software)",2010,22368.0
"Publishing industries, except internet (includes software)",2011,23094.0
"Publishing industries, except internet (includes software)",2012,22754.0
"Publishing industries, except internet (includes software)",2013,20185.0
"Publishing industries, except internet (includes software)",2014,19707.0
"Publishing industries, except internet (includes software)",2015,21235.0
"Publishing industries, except internet (includes software)",2016,19714.0
"Publishing industries, except internet (includes software)",2017,20063.0
"Publishing industries, except internet (includes software)",2018,20538.0
"Publishing industries, except internet (includes software)",2019,21815.0
"Publishing industries, except internet (includes software)",2020,22385.0
"Publishing industries, except internet (includes software)",2021,26075.0
"Publishing industries, except internet (includes software)",2022,24956.0
"Publishing industries, except internet (includes software)",2023,25927.0
Motion picture and sound recording industries,1997,10365.0
Motion picture and sound recording industries,1998,10631.0
Motion picture and sound recording industries,1999,11216.0
Motion picture and sound recording industries,2000,10853.0
Motion picture and sound recording industries,2001,11207.0
Motion picture and sound recording industries,2002,10325.0
Motion picture and sound recording industries,2003,10799.0
Motion picture and sound recording industries,2004,10099.0
Motion picture and sound recording industries,2005,10599.0
Motion picture and sound recording industries,2006,11111.0
Motion picture and sound recording industries,2007,11847.0
Motion picture and sound recording industries,2008,11318.0
Motion picture and sound recording industries,2009,11020.0
Motion picture and sound recording industries,2010,11383.0
Motion picture and sound recording industries,2011,11570.0
Motion picture and sound recording industries,2012,11963.0
Motion picture and sound recording industries,2013,11302.0
Motion picture and sound recording industries,2014,12273.0
Motion picture and sound recording industries,2015,13578.0
Motion picture and sound recording industries,2016,13217.0
Motion picture and sound recording industries,2017,13148.0
Motion picture and sound recording industries,2018,13845.0
Motion picture and sound recording industries,2019,14180.0
Motion picture and sound recording industries,2020,10292.0
Motion picture and sound recording industries,2021,14354.0
Motion picture and sound recording industries,2022,15896.0
Motion picture and sound recording industries,2023,14096.0
Broadcasting and telecommunications,1997,46493.0
Broadcasting and telecommunications,1998,50357.0
Broadcasting and telecommunications,1999,60013.0
Broadcasting and telecommunications,2000,60314.0
Broadcasting and telecommunications,2001,60462.0
Broadcasting and telecommunications,2002,55021.0
Broadcasting and telecommunications,2003,52985.0
Broadcasting and telecommunications,2004,48268.0
Broadcasting and telecommunications,2005,51998.0
Broadcasting and telecommunications,2006,51837.0
Broadcasting and telecommunications,2007,55892.0
Broadcasting and telecommunications,2008,55232.0
Broadcasting and telecommunications,2009,53334.0
Broadcasting and telecommunications,2010,50269.0
Broadcasting and telecommunications,2011,51231.0
Broadcasting and telecommunications,2012,49507.0
Broadcasting and telecommunications,2013,48912.0
Broadcasting and telecommunications,2014,50130.0
Broadcasting and telecommunications,2015,48348.0
Broadcasting and telecommunications,2016,47282.0
Broadcasting and telecommunications,2017,47372.0
Broadcasting and telecommunications,2018,46848.0
Broadcasting and telecommunications,2019,46169.0
Broadcasting and telecommunications,2020,46054.0
Broadcasting and telecommunications,2021,45493.0
Broadcasting and telecommunications,2022,46286.0
Broadcasting and telecommunications,2023,48277.0
"Data processing, internet publishing, and other information services",1997,7718.0
"Data processing, internet publishing, and other information services",1998,8948.0
"Data processing, internet publishing, and other information services",1999,10693.0
"Data processing, internet publishing, and other information services",2000,7801.0
"Data processing, internet publishing, and other information services",2001,13429.0
"Data processing, internet publishing, and other information services",2002,12183.0
"Data processing, internet publishing, and other information services",2003,12826.0
"Data processing, internet publishing, and other information services",2004,12983.0
"Data processing, internet publishing, and other information services",2005,14421.0
"Data processing, internet publishing, and other information services",2006,15594.0
"Data processing, internet publishing, and other information services",2007,13145.0
"Data processing, internet publishing, and other information services",2008,11375.0
"Data processing, internet publishing, and other information services",2009,10056.0
"Data processing, internet publishing, and other information services",2010,9911.0
"Data processing, internet publishing, and other information services",2011,10545.0
"Data processing, internet publishing, and other information services",2012,10615.0
"Data processing, internet publishing, and other information services",2013,12412.0
"Data processing, internet publishing, and other information services",2014,12653.0
"Data processing, internet publishing, and other information services",2015,14320.0
"Data processing, internet publishing, and other information services",2016,13962.0
"Data processing, internet publishing, and other information services",2017,15415.0
"Data processing, internet publishing, and other information services",2018,16133.0
"Data processing, internet publishing, and other information services",2019,16637.0
"Data processing, internet publishing, and other information services",2020,16522.0
"Data processing, internet publishing, and other information services",2021,22858.0
"Data processing, internet publishing, and other information services",2022,23217.0
"Data processing, internet publishing, and other information services",2023,27826.0
"Federal Reserve banks, credit intermediation, and related activities",1997,52505.0
"Federal Reserve banks, credit intermediation, and related activities",1998,64801.0
"Federal Reserve banks, credit intermediation, and related activities",1999,65033.0
"Federal Reserve banks, credit intermediation, and related activities",2000,62685.0
"Federal Reserve banks, credit intermediation, and related activities",2001,70207.0
"Federal Reserve banks, credit intermediation, and related activities",2002,73808.0
"Federal Reserve banks, credit intermediation, and related activities",2003,79390.0
"Federal Reserve banks, credit intermediation, and related activities",2004,77699.0
"Federal Reserve banks, credit intermediation, and related activities",2005,82811.0
"Federal Reserve banks, credit intermediation, and related activities",2006,86493.0
"Federal Reserve banks, credit intermediation, and related activities",2007,86333.0
"Federal Reserve banks, credit intermediation, and related activities",2008,77620.0
"Federal Reserve banks, credit intermediation, and related activities",2009,69282.0
"Federal Reserve banks, credit intermediation, and related activities",2010,67750.0
"Federal Reserve banks, credit intermediation, and related activities",2011,70304.0
"Federal Reserve banks, credit intermediation, and related activities",2012,72255.0
"Federal Reserve banks, credit intermediation, and related activities",2013,71915.0
"Federal Reserve banks, credit intermediation, and related activities",2014,71632.0
"Federal Reserve banks, credit intermediation, and related activities",2015,74019.0
"Federal Reserve banks, credit intermediation, and related activities",2016,75449.0
"Federal Reserve banks, credit intermediation, and related activities",2017,77314.0
"Federal Reserve banks, credit intermediation, and related activities",2018,78064.0
"Federal Reserve banks, credit intermediation, and related activities",2019,81468.0
"Federal Reserve banks, credit intermediation, and related activities",2020,87279.0
"Federal Reserve banks, credit intermediation, and related activities",2021,93556.0
"Federal Reserve banks, credit intermediation, and related activities",2022,91087.0
"Federal Reserve banks, credit intermediation, and related activities",2023,94514.0
"Securities, commodity contracts, and investments",1997,22527.0
"Securities, commodity contracts, and investments",1998,27377.0
"Securities, commodity contracts, and investments",1999,25135.0
"Securities, commodity contracts, and investments",2000,24701.0
"Securities, commodity contracts, and investments",2001,34157.0
"Securities, commodity contracts, and investments",2002,28575.0
"Securities, commodity contracts, and investments",2003,24842.0
"Securities, commodity contracts, and investments",2004,24207.0
"Securities, commodity contracts, and investments",2005,29256.0
"Securities, commodity contracts, and investments",2006,33093.0
"Securities, commodity contracts, and investments",2007,28062.0
"Securities, commodity contracts, and investments",2008,11936.0
"Securities, commodity contracts, and investments",2009,23501.0
"Securities, commodity contracts, and investments",2010,23945.0
"Securities, commodity contracts, and investments",2011,20025.0
"Securities, commodity contracts, and investments",2012,27748.0
"Securities, commodity contracts, and investments",2013,25940.0
"Securities, commodity contracts, and investments",2014,23942.0
"Securities, commodity contracts, and investments",2015,24306.0
"Securities, commodity contracts, and investments",2016,27375.0
"Securities, commodity contracts, and investments",2017,30804.0
"Securities, commodity contracts, and investments",2018,28759.0
"Securities, commodity contracts, and investments",2019,27219.0
"Securities, commodity contracts, and investments",2020,32834.0
"Securities, commodity contracts, and investments",2021,35642.0
"Securities, commodity contracts, and investments",2022,33417.0
"Securities, commodity contracts, and investments",2023,35016.0
Insurance carriers and related activities,1997,60357.0
Insurance carriers and related activities,1998,64190.0
Insurance carriers and related activities,1999,61048.0
Insurance carriers and related activities,2000,62596.0
Insurance carriers and related activities,2001,70924.0
Insurance carriers and related activities,2002,66032.0
Insurance carriers and related activities,2003,63175.0
Insurance carriers and related activities,2004,71068.0
Insurance carriers and related activities,2005,76113.0
Insurance carriers and related activities,2006,79755.0
Insurance carriers and related activities,2007,80136.0
Insurance carriers and related activities,2008,79658.0
Insurance carriers and related activities,2009,73935.0
Insurance carriers and related activities,2010,73801.0
Insurance carriers and related activities,2011,77865.0
Insurance carriers and related activities,2012,78350.0
Insurance carriers and related activities,2013,78183.0
Insurance carriers and related activities,2014,81752.0
Insurance carriers and related activities,2015,87738.0
Insurance carriers and related activities,2016,84975.0
Insurance carriers and related activities,2017,87239.0
Insurance carriers and related activities,2018,88900.0
Insurance carriers and related activities,2019,93108.0
Insurance carriers and related activities,2020,96291.0
Insurance carriers and related activities,2021,98582.0
Insurance carriers and related activities,2022,105242.0
Insurance carriers and related activities,2023,113508.0
"Funds, trusts, and other financial vehicles",1997,233.0
"Funds, trusts, and other financial vehicles",1998,273.0
"Funds, trusts, and other financial vehicles",1999,250.0
"Funds, trusts, and other financial vehicles",2000,223.0
"Funds, trusts, and other financial vehicles",2001,242.0
"Funds, trusts, and other financial vehicles",2002,238.0
"Funds, trusts, and other financial vehicles",2003,252.0
"Funds, trusts, and other financial vehicles",2004,269.0
"Funds, trusts, and other financial vehicles",2005,263.0
"Funds, trusts, and other financial vehicles",2006,276.0
"Funds, trusts, and other financial vehicles",2007,98.0
"Funds, trusts, and other financial vehicles",2008,92.0
"Funds, trusts, and other financial vehicles",2009,83.0
"Funds, trusts, and other financial vehicles",2010,73.0
"Funds, trusts, and other financial vehicles",2011,78.0
"Funds, trusts, and other financial vehicles",2012,63.0
"Funds, trusts, and other financial vehicles",2013,68.0
"Funds, trusts, and other financial vehicles",2014,99.0
"Funds, trusts, and other financial vehicles",2015,127.0
"Funds, trusts, and other financial vehicles",2016,175.0
"Funds, trusts, and other financial vehicles",2017,225.0
"Funds, trusts, and other financial vehicles",2018,5.0
"Funds, trusts, and other financial vehicles",2019,9.0
"Funds, trusts, and other financial vehicles",2020,5.0
"Funds, trusts, and other financial vehicles",2021,399.0
"Funds, trusts, and other financial vehicles",2022,530.0
"Funds, trusts, and other financial vehicles",2023,639.0
Real estate,1997,32238.0
Real estate,1998,35065.0
Real estate,1999,36104.0
Real estate,2000,38708.0
Real estate,2001,40763.0
Real estate,2002,40674.0
Real estate,2003,39246.0
Real estate,2004,45412.0
Real estate,2005,48289.0
Real estate,2006,51231.0
Real estate,2007,51552.0
Real estate,2008,49154.0
Real estate,2009,45185.0
Real estate,2010,44741.0
Real estate,2011,45736.0
Real estate,2012,48555.0
Real estate,2013,49413.0
Real estate,2014,50544.0
Real estate,2015,54398.0
Real estate,2016,54809.0
Real estate,2017,56589.0
Real estate,2018,60751.0
Real estate,2019,62343.0
Real estate,2020,61478.0
Real estate,2021,71301.0
Real estate,2022,80245.0
Real estate,2023,78569.0
Rental and leasing services and lessors of intangible assets,1997,14296.0
Rental and leasing services and lessors of intangible assets,1998,15574.0
Rental and leasing services and lessors of intangible assets,1999,15913.0
Rental and leasing services and lessors of intangible assets,2000,16847.0
Rental and leasing services and lessors of intangible assets,2001,17640.0
Rental and leasing services and lessors of intangible assets,2002,17126.0
Rental and leasing services and lessors of intangible assets,2003,15774.0
Rental and leasing services and lessors of intangible assets,2004,17245.0
Rental and leasing services and lessors of intangible assets,2005,18538.0
Rental and leasing services and lessors of intangible assets,2006,19690.0
Rental and leasing services and lessors of intangible assets,2007,19911.0
Rental and leasing services and lessors of intangible assets,2008,19638.0
Rental and leasing services and lessors of intangible assets,2009,17900.0
Rental and leasing services and lessors of intangible assets,2010,17865.0
Rental and leasing services and lessors of intangible assets,2011,18359.0
Rental and leasing services and lessors of intangible assets,2012,19316.0
Rental and leasing services and lessors of intangible assets,2013,19668.0
Rental and leasing services and lessors of intangible assets,2014,20611.0
Rental and leasing services and lessors of intangible assets,2015,20676.0
Rental and leasing services and lessors of intangible assets,2016,19922.0
Rental and leasing services and lessors of intangible assets,2017,20841.0
Rental and leasing services and lessors of intangible assets,2018,22056.0
Rental and leasing services and lessors of intangible assets,2019,23818.0
Rental and leasing services and lessors of intangible assets,2020,21640.0
Rental and leasing services and lessors of intangible assets,2021,22182.0
Rental and leasing services and lessors of intangible assets,2022,26821.0
Rental and leasing services and lessors of intangible assets,2023,29162.0
Legal services,1997,17172.0
Legal services,1998,16936.0
Legal services,1999,20009.0
Legal services,2000,20284.0
Legal services,2001,21562.0
Legal services,2002,23177.0
Legal services,2003,18138.0
Legal services,2004,20790.0
Legal services,2005,20130.0
Legal services,2006,20026.0
Legal services,2007,20783.0
Legal services,2008,20893.0
Legal services,2009,18849.0
Legal services,2010,18437.0
Legal services,2011,18607.0
Legal services,2012,18460.0
Legal services,2013,17909.0
Legal services,2014,18200.0
Legal services,2015,18177.0
Legal services,2016,18266.0
Legal services,2017,18588.0
Legal services,2018,18526.0
Legal services,2019,19399.0
Legal services,2020,17342.0
Legal services,2021,20148.0
Legal services,2022,20744.0
Legal services,2023,22481.0
Computer systems design and related services,1997,22156.0
Computer systems design and related services,1998,22056.0
Computer systems design and related services,1999,27456.0
Computer systems design and related services,2000,28732.0
Computer systems design and related services,2001,28520.0
Computer systems design and related services,2002,28695.0
Computer systems design and related services,2003,25244.0
Computer systems design and related services,2004,28260.0
Computer systems design and related services,2005,29567.0
Computer systems design and related services,2006,32109.0
Computer systems design and related services,2007,33874.0
Computer systems design and related services,2008,34463.0
Computer systems design and related services,2009,32578.0
Computer systems design and related services,2010,33040.0
Computer systems design and related services,2011,36090.0
Computer systems design and related services,2012,39121.0
Computer systems design and related services,2013,39240.0
Computer systems design and related services,2014,41546.0
Computer systems design and related services,2015,44819.0
Computer systems design and related services,2016,45534.0
Computer systems design and related services,2017,47978.0
Computer systems design and related services,2018,50059.0
Computer systems design and related services,2019,53400.0
Computer systems design and related services,2020,56566.0
Computer systems design and related services,2021,60588.0
Computer systems design and related services,2022,64330.0
Computer systems design and related services,2023,68437.0
"Miscellaneous professional, scientific, and technical services",1997,75723.0
"Miscellaneous professional, scientific, and technical services",1998,81794.0
"Miscellaneous professional, scientific, and technical services",1999,82388.0
"Miscellaneous professional, scientific, and technical services",2000,92229.0
"Miscellaneous professional, scientific, and technical services",2001,87317.0
"Miscellaneous professional, scientific, and technical services",2002,89161.0
"Miscellaneous professional, scientific, and technical services",2003,85833.0
"Miscellaneous professional, scientific, and technical services",2004,93793.0
"Miscellaneous professional, scientific, and technical services",2005,94774.0
"Miscellaneous professional, scientific, and technical services",2006,102649.0
"Miscellaneous professional, scientific, and technical services",2007,107261.0
"Miscellaneous professional, scientific, and technical services",2008,110384.0
"Miscellaneous professional, scientific, and technical services",2009,100696.0
"Miscellaneous professional, scientific, and technical services",2010,99694.0
"Miscellaneous professional, scientific, and technical services",2011,105017.0
"Miscellaneous professional, scientific, and technical services",2012,108391.0
"Miscellaneous professional, scientific, and technical services",2013,109231.0
"Miscellaneous professional, scientific, and technical services",2014,114839.0
"Miscellaneous professional, scientific, and technical services",2015,121964.0
"Miscellaneous professional, scientific, and technical services",2016,119965.0
"Miscellaneous professional, scientific, and technical services",2017,123759.0
"Miscellaneous professional, scientific, and technical services",2018,127084.0
"Miscellaneous professional, scientific, and technical services",2019,134590.0
"Miscellaneous professional, scientific, and technical services",2020,127779.0
"Miscellaneous professional, scientific, and technical services",2021,142293.0
"Miscellaneous professional, scientific, and technical services",2022,160305.0
"Miscellaneous professional, scientific, and technical services",2023,173300.0
Management of companies and enterprises,1997,40384.0
Management of companies and enterprises,1998,42137.0
Management of companies and enterprises,1999,40468.0
Management of companies and enterprises,2000,44146.0
Management of companies and enterprises,2001,42694.0
Management of companies and enterprises,2002,45478.0
Management of companies and enterprises,2003,48357.0
Management of companies and enterprises,2004,52893.0
Management of companies and enterprises,2005,53834.0
Management of companies and enterprises,2006,57991.0
Management of companies and enterprises,2007,62057.0
Management of companies and enterprises,2008,59606.0
Management of companies and enterprises,2009,52243.0
Management of companies and enterprises,2010,55647.0
Management of companies and enterprises,2011,54235.0
Management of companies and enterprises,2012,60476.0
Management of companies and enterprises,2013,62955.0
Management of companies and enterprises,2014,66881.0
Management of companies and enterprises,2015,69906.0
Management of companies and enterprises,2016,68529.0
Management of companies and enterprises,2017,74094.0
Management of companies and enterprises,2018,76287.0
Management of companies and enterprises,2019,78561.0
Management of companies and enterprises,2020,77711.0
Management of companies and enterprises,2021,77628.0
Management of companies and enterprises,2022,86015.0
Management of companies and enterprises,2023,87595.0
Administrative and support services,1997,121993.0
Administrative and support services,1998,137871.0
Administrative and support services,1999,146597.0
Administrative and support services,2000,168335.0
Administrative and support services,2001,167837.0
Administrative and support services,2002,169959.0
Administrative and support services,2003,169528.0
Administrative and support services,2004,187235.0
Administrative and support services,2005,195243.0
Administrative and support services,2006,205754.0
Administrative and support services,2007,218515.0
Administrative and support services,2008,217034.0
Administrative and support services,2009,200445.0
Administrative and support services,2010,205966.0
Administrative and support services,2011,217748.0
Administrative and support services,2012,227967.0
Administrative and support services,2013,233740.0
Administrative and support services,2014,248162.0
Administrative and support services,2015,259771.0
Administrative and support services,2016,267497.0
Administrative and support services,2017,286094.0
Administrative and support services,2018,292804.0
Administrative and support services,2019,305127.0
Administrative and support services,2020,280306.0
Administrative and support services,2021,332470.0
Administrative and support services,2022,368048.0
Administrative and support services,2023,381534.0
Waste management and remediation services,1997,11642.0
Waste management and remediation services,1998,12309.0
Waste management and remediation services,1999,12855.0
Waste management and remediation services,2000,13386.0
Waste management and remediation services,2001,13832.0
Waste management and remediation services,2002,14475.0
Waste management and remediation services,2003,14653.0
Waste management and remediation services,2004,15516.0
Waste management and remediation services,2005,16194.0
Waste management and remediation services,2006,17071.0
Waste management and remediation services,2007,17696.0
Waste management and remediation services,2008,18161.0
Waste management and remediation services,2009,17628.0
Waste management and remediation services,2010,23143.0
Waste management and remediation services,2011,19695.0
Waste management and remediation services,2012,20190.0
Waste management and remediation services,2013,20436.0
Waste management and remediation services,2014,21555.0
Waste management and remediation services,2015,21527.0
Waste management and remediation services,2016,22602.0
Waste management and remediation services,2017,24749.0
Waste management and remediation services,2018,25681.0
Waste management and remediation services,2019,26941.0
Waste management and remediation services,2020,26988.0
Waste management and remediation services,2021,29223.0
Waste management and remediation services,2022,31362.0
Waste management and remediation services,2023,35092.0
Educational services,1997,23276.0
Educational services,1998,26038.0
Educational services,1999,27553.0
Educational services,2000,30225.0
Educational services,2001,28618.0
Educational services,2002,31103.0
Educational services,2003,29226.0
Educational services,2004,30450.0
Educational services,2005,27410.0
Educational services,2006,28145.0
Educational services,2007,29002.0
Educational services,2008,31026.0
Educational services,2009,31162.0
Educational services,2010,31470.0
Educational services,2011,32328.0
Educational services,2012,33317.0
Educational services,2013,33433.0
Educational services,2014,34818.0
Educational services,2015,35668.0
Educational services,2016,37410.0
Educational services,2017,36863.0
Educational services,2018,38152.0
Educational services,2019,40034.0
Educational services,2020,37545.0
Educational services,2021,38340.0
Educational services,2022,42063.0
Educational services,2023,47585.0
Ambulatory health care services,1997,79718.0
Ambulatory health care services,1998,82342.0
Ambulatory health care services,1999,86657.0
Ambulatory health care services,2000,93832.0
Ambulatory health care services,2001,98125.0
Ambulatory health care services,2002,96295.0
Ambulatory health care services,2003,102854.0
Ambulatory health care services,2004,104032.0
Ambulatory health care services,2005,112174.0
Ambulatory health care services,2006,119646.0
Ambulatory health care services,2007,125024.0
Ambulatory health care services,2008,131889.0
Ambulatory health care services,2009,135832.0
Ambulatory health care services,2010,142196.0
Ambulatory health care services,2011,147009.0
Ambulatory health care services,2012,150542.0
Ambulatory health care services,2013,152140.0
Ambulatory health care services,2014,159170.0
Ambulatory health care services,2015,166389.0
Ambulatory health care services,2016,173212.0
Ambulatory health care services,2017,177931.0
Ambulatory health care services,2018,181119.0
Ambulatory health care services,2019,186448.0
Ambulatory health care services,2020,170121.0
Ambulatory health care services,2021,190817.0
Ambulatory health care services,2022,207657.0
Ambulatory health care services,2023,237451.0
Hospitals and nursing and residential care facilities,1997,95793.0
Hospitals and nursing and residential care facilities,1998,99184.0
Hospitals and nursing and residential care facilities,1999,105208.0
Hospitals and nursing and residential care facilities,2000,109965.0
Hospitals and nursing and residential care facilities,2001,120260.0
Hospitals and nursing and residential care facilities,2002,125080.0
Hospitals and nursing and residential care facilities,2003,138026.0
Hospitals and nursing and residential care facilities,2004,144488.0
Hospitals and nursing and residential care facilities,2005,157042.0
Hospitals and nursing and residential care facilities,2006,164168.0
Hospitals and nursing and residential care facilities,2007,169151.0
Hospitals and nursing and residential care facilities,2008,178693.0
Hospitals and nursing and residential care facilities,2009,183182.0
Hospitals and nursing and residential care facilities,2010,181892.0
Hospitals and nursing and residential care facilities,2011,183698.0
Hospitals and nursing and residential care facilities,2012,183275.0
Hospitals and nursing and residential care facilities,2013,181815.0
Hospitals and nursing and residential care facilities,2014,180815.0
Hospitals and nursing and residential care facilities,2015,188567.0
Hospitals and nursing and residential care facilities,2016,191654.0
Hospitals and nursing and residential care facilities,2017,193335.0
Hospitals and nursing and residential care facilities,2018,195024.0
Hospitals and nursing and residential care facilities,2019,198770.0
Hospitals and nursing and residential care facilities,2020,193832.0
Hospitals and nursing and residential care facilities,2021,195025.0
Hospitals and nursing and residential care facilities,2022,208535.0
Hospitals and nursing and residential care facilities,2023,227271.0
Social assistance,1997,22635.0
Social assistance,1998,24376.0
Social assistance,1999,27436.0
Social assistance,2000,30074.0
Social assistance,2001,31715.0
Social assistance,2002,32836.0
Social assistance,2003,36558.0
Social assistance,2004,37315.0
Social assistance,2005,40577.0
Social assistance,2006,41812.0
Social assistance,2007,43027.0
Social assistance,2008,46789.0
Social assistance,2009,46545.0
Social assistance,2010,44221.0
Social assistance,2011,42855.0
Social assistance,2012,46194.0
Social assistance,2013,47751.0
Social assistance,2014,50459.0
Social assistance,2015,52619.0
Social assistance,2016,56601.0
Social assistance,2017,58421.0
Social assistance,2018,61008.0
Social assistance,2019,68025.0
Social assistance,2020,63290.0
Social assistance,2021,65656.0
Social assistance,2022,77195.0
Social assistance,2023,86907.0
"Performing arts, spectator sports, museums, and related activities",1997,15592.0
"Performing arts, spectator sports, museums, and related activities",1998,17396.0
"Performing arts, spectator sports, museums, and related activities",1999,18133.0
"Performing arts, spectator sports, museums, and related activities",2000,18258.0
