Industry Description,Year,Value
Water transportation,2002,1748.0
Water transportation,2003,1481.0
Water transportation,2004,1768.0
Water transportation,2005,1851.0
Water transportation,2006,2034.0
Water transportation,2007,2352.0
Water transportation,2008,2430.0
Water transportation,2009,2455.0
Water transportation,2010,2562.0
Water transportation,2011,2645.0
Water transportation,2012,2862.0
Water transportation,2013,2979.0
Water transportation,2014,3043.0
Water transportation,2015,3180.0
Water transportation,2016,3200.0
Water transportation,2017,3181.0
Water transportation,2018,3427.0
Water transportation,2019,3565.0
Water transportation,2020,3345.0
Water transportation,2021,3363.0
Water transportation,2022,3998.0
Water transportation,2023,4143.0
Truck transportation,1997,6370.0
Truck transportation,1998,8421.0
Truck transportation,1999,8979.0
Truck transportation,2000,10417.0
Truck transportation,2001,9725.0
Truck transportation,2002,10903.0
Truck transportation,2003,7729.0
Truck transportation,2004,9406.0
Truck transportation,2005,8822.0
Truck transportation,2006,9330.0
Truck transportation,2007,10035.0
Truck transportation,2008,9996.0
Truck transportation,2009,9154.0
Truck transportation,2010,9220.0
Truck transportation,2011,9901.0
Truck transportation,2012,10905.0
Truck transportation,2013,11745.0
Truck transportation,2014,11622.0
Truck transportation,2015,11978.0
Truck transportation,2016,12727.0
Truck transportation,2017,13785.0
Truck transportation,2018,15593.0
Truck transportation,2019,18459.0
Truck transportation,2020,18904.0
Truck transportation,2021,20582.0
Truck transportation,2022,23396.0
Truck transportation,2023,23917.0
Transit and ground passenger transportation,1997,1935.0
Transit and ground passenger transportation,1998,2316.0
Transit and ground passenger transportation,1999,2548.0
Transit and ground passenger transportation,2000,2888.0
Transit and ground passenger transportation,2001,3048.0
Transit and ground passenger transportation,2002,3452.0
Transit and ground passenger transportation,2003,2515.0
Transit and ground passenger transportation,2004,2926.0
Transit and ground passenger transportation,2005,2815.0
Transit and ground passenger transportation,2006,3171.0
Transit and ground passenger transportation,2007,3267.0
Transit and ground passenger transportation,2008,3289.0
Transit and ground passenger transportation,2009,3463.0
Transit and ground passenger transportation,2010,3652.0
Transit and ground passenger transportation,2011,3930.0
Transit and ground passenger transportation,2012,4196.0
Transit and ground passenger transportation,2013,4298.0
Transit and ground passenger transportation,2014,4522.0
Transit and ground passenger transportation,2015,5378.0
Transit and ground passenger transportation,2016,6295.0
Transit and ground passenger transportation,2017,7735.0
Transit and ground passenger transportation,2018,9890.0
Transit and ground passenger transportation,2019,14626.0
Transit and ground passenger transportation,2020,10162.0
Transit and ground passenger transportation,2021,10520.0
Transit and ground passenger transportation,2022,15460.0
Transit and ground passenger transportation,2023,17198.0
Pipeline transportation,1997,931.0
Pipeline transportation,1998,1102.0
Pipeline transportation,1999,1157.0
Pipeline transportation,2000,1554.0
Pipeline transportation,2001,1620.0
Pipeline transportation,2002,1397.0
Pipeline transportation,2003,1347.0
Pipeline transportation,2004,1508.0
Pipeline transportation,2005,1622.0
Pipeline transportation,2006,1821.0
Pipeline transportation,2007,2046.0
Pipeline transportation,2008,2048.0
Pipeline transportation,2009,2190.0
Pipeline transportation,2010,2295.0
Pipeline transportation,2011,2333.0
Pipeline transportation,2012,2792.0
Pipeline transportation,2013,2685.0
Pipeline transportation,2014,2704.0
Pipeline transportation,2015,2960.0
Pipeline transportation,2016,3057.0
Pipeline transportation,2017,3204.0
Pipeline transportation,2018,3109.0
Pipeline transportation,2019,3572.0
Pipeline transportation,2020,3699.0
Pipeline transportation,2021,3753.0
Pipeline transportation,2022,4129.0
Pipeline transportation,2023,4618.0
Other transportation and support activities,1997,11395.0
Other transportation and support activities,1998,14122.0
Other transportation and support activities,1999,14041.0
Other transportation and support activities,2000,16081.0
Other transportation and support activities,2001,16250.0
Other transportation and support activities,2002,17915.0
Other transportation and support activities,2003,14709.0
Other transportation and support activities,2004,17727.0
Other transportation and support activities,2005,17365.0
Other transportation and support activities,2006,17825.0
Other transportation and support activities,2007,19558.0
Other transportation and support activities,2008,20286.0
Other transportation and support activities,2009,19477.0
Other transportation and support activities,2010,19853.0
Other transportation and support activities,2011,19966.0
Other transportation and support activities,2012,21320.0
Other transportation and support activities,2013,22994.0
Other transportation and support activities,2014,22885.0
Other transportation and support activities,2015,24778.0
Other transportation and support activities,2016,25513.0
Other transportation and support activities,2017,27030.0
Other transportation and support activities,2018,30286.0
Other transportation and support activities,2019,34511.0
Other transportation and support activities,2020,39571.0
Other transportation and support activities,2021,44456.0
Other transportation and support activities,2022,49218.0
Other transportation and support activities,2023,51718.0
Warehousing and storage,1997,2536.0
Warehousing and storage,1998,3169.0
Warehousing and storage,1999,2917.0
Warehousing and storage,2000,3699.0
Warehousing and storage,2001,3334.0
Warehousing and storage,2002,3761.0
Warehousing and storage,2003,3808.0
Warehousing and storage,2004,4553.0
Warehousing and storage,2005,4447.0
Warehousing and storage,2006,4895.0
Warehousing and storage,2007,5501.0
Warehousing and storage,2008,5745.0
Warehousing and storage,2009,5638.0
Warehousing and storage,2010,5536.0
Warehousing and storage,2011,5509.0
Warehousing and storage,2012,5896.0
Warehousing and storage,2013,6118.0
Warehousing and storage,2014,6156.0
Warehousing and storage,2015,6773.0
Warehousing and storage,2016,8184.0
Warehousing and storage,2017,8602.0
Warehousing and storage,2018,10253.0
Warehousing and storage,2019,10299.0
Warehousing and storage,2020,12958.0
Warehousing and storage,2021,15750.0
Warehousing and storage,2022,19066.0
Warehousing and storage,2023,18200.0
"Publishing industries, except internet (includes software)",1997,29485.0
"Publishing industries, except internet (includes software)",1998,35026.0
"Publishing industries, except internet (includes software)",1999,39251.0
"Publishing industries, except internet (includes software)",2000,45169.0
"Publishing industries, except internet (includes software)",2001,45735.0
"Publishing industries, except internet (includes software)",2002,44348.0
"Publishing industries, except internet (includes software)",2003,41691.0
"Publishing industries, except internet (includes software)",2004,47638.0
"Publishing industries, except internet (includes software)",2005,48735.0
"Publishing industries, except internet (includes software)",2006,53763.0
"Publishing industries, except internet (includes software)",2007,57289.0
"Publishing industries, except internet (includes software)",2008,56999.0
"Publishing industries, except internet (includes software)",2009,55627.0
"Publishing industries, except internet (includes software)",2010,53902.0
"Publishing industries, except internet (includes software)",2011,58354.0
"Publishing industries, except internet (includes software)",2012,62044.0
"Publishing industries, except internet (includes software)",2013,64025.0
"Publishing industries, except internet (includes software)",2014,70311.0
"Publishing industries, except internet (includes software)",2015,75469.0
"Publishing industries, except internet (includes software)",2016,76842.0
"Publishing industries, except internet (includes software)",2017,83051.0
"Publishing industries, except internet (includes software)",2018,92900.0
"Publishing industries, except internet (includes software)",2019,101948.0
"Publishing industries, except internet (includes software)",2020,113250.0
"Publishing industries, except internet (includes software)",2021,138527.0
"Publishing industries, except internet (includes software)",2022,139899.0
"Publishing industries, except internet (includes software)",2023,151441.0
Motion picture and sound recording industries,1997,13678.0
Motion picture and sound recording industries,1998,14145.0
Motion picture and sound recording industries,1999,12925.0
Motion picture and sound recording industries,2000,14623.0
Motion picture and sound recording industries,2001,16034.0
Motion picture and sound recording industries,2002,16210.0
Motion picture and sound recording industries,2003,17438.0
Motion picture and sound recording industries,2004,19313.0
Motion picture and sound recording industries,2005,18167.0
Motion picture and sound recording industries,2006,19238.0
Motion picture and sound recording industries,2007,21579.0
Motion picture and sound recording industries,2008,21748.0
Motion picture and sound recording industries,2009,22823.0
Motion picture and sound recording industries,2010,24455.0
Motion picture and sound recording industries,2011,24558.0
Motion picture and sound recording industries,2012,26362.0
Motion picture and sound recording industries,2013,25171.0
Motion picture and sound recording industries,2014,28332.0
Motion picture and sound recording industries,2015,30849.0
Motion picture and sound recording industries,2016,30515.0
Motion picture and sound recording industries,2017,30235.0
Motion picture and sound recording industries,2018,32616.0
Motion picture and sound recording industries,2019,33129.0
Motion picture and sound recording industries,2020,28204.0
Motion picture and sound recording industries,2021,36195.0
Motion picture and sound recording industries,2022,39246.0
Motion picture and sound recording industries,2023,34001.0
Broadcasting and telecommunications,1997,33376.0
Broadcasting and telecommunications,1998,37219.0
Broadcasting and telecommunications,1999,40773.0
Broadcasting and telecommunications,2000,50360.0
Broadcasting and telecommunications,2001,50309.0
Broadcasting and telecommunications,2002,51710.0
Broadcasting and telecommunications,2003,53249.0
Broadcasting and telecommunications,2004,61167.0
Broadcasting and telecommunications,2005,56915.0
Broadcasting and telecommunications,2006,57526.0
Broadcasting and telecommunications,2007,64331.0
Broadcasting and telecommunications,2008,61478.0
Broadcasting and telecommunications,2009,61984.0
Broadcasting and telecommunications,2010,60331.0
Broadcasting and telecommunications,2011,61233.0
Broadcasting and telecommunications,2012,63910.0
Broadcasting and telecommunications,2013,66051.0
Broadcasting and telecommunications,2014,67375.0
Broadcasting and telecommunications,2015,66808.0
Broadcasting and telecommunications,2016,67244.0
Broadcasting and telecommunications,2017,67901.0
Broadcasting and telecommunications,2018,68453.0
Broadcasting and telecommunications,2019,69548.0
Broadcasting and telecommunications,2020,68840.0
Broadcasting and telecommunications,2021,72306.0
Broadcasting and telecommunications,2022,73606.0
Broadcasting and telecommunications,2023,76094.0
"Data processing, internet publishing, and other information services",1997,14769.0
"Data processing, internet publishing, and other information services",1998,17253.0
"Data processing, internet publishing, and other information services",1999,18636.0
"Data processing, internet publishing, and other information services",2000,16976.0
"Data processing, internet publishing, and other information services",2001,28004.0
"Data processing, internet publishing, and other information services",2002,25638.0
"Data processing, internet publishing, and other information services",2003,25327.0
"Data processing, internet publishing, and other information services",2004,27548.0
"Data processing, internet publishing, and other information services",2005,27053.0
"Data processing, internet publishing, and other information services",2006,28099.0
"Data processing, internet publishing, and other information services",2007,25220.0
"Data processing, internet publishing, and other information services",2008,27204.0
"Data processing, internet publishing, and other information services",2009,27559.0
"Data processing, internet publishing, and other information services",2010,29542.0
"Data processing, internet publishing, and other information services",2011,33885.0
"Data processing, internet publishing, and other information services",2012,40078.0
"Data processing, internet publishing, and other information services",2013,51416.0
"Data processing, internet publishing, and other information services",2014,57309.0
"Data processing, internet publishing, and other information services",2015,66798.0
"Data processing, internet publishing, and other information services",2016,74985.0
"Data processing, internet publishing, and other information services",2017,87312.0
"Data processing, internet publishing, and other information services",2018,102250.0
"Data processing, internet publishing, and other information services",2019,112556.0
"Data processing, internet publishing, and other information services",2020,132426.0
"Data processing, internet publishing, and other information services",2021,167491.0
"Data processing, internet publishing, and other information services",2022,169364.0
"Data processing, internet publishing, and other information services",2023,180322.0
"Federal Reserve banks, credit intermediation, and related activities",1997,58948.0
"Federal Reserve banks, credit intermediation, and related activities",1998,60530.0
"Federal Reserve banks, credit intermediation, and related activities",1999,67637.0
"Federal Reserve banks, credit intermediation, and related activities",2000,74164.0
"Federal Reserve banks, credit intermediation, and related activities",2001,83270.0
"Federal Reserve banks, credit intermediation, and related activities",2002,90285.0
"Federal Reserve banks, credit intermediation, and related activities",2003,99214.0
"Federal Reserve banks, credit intermediation, and related activities",2004,109811.0
"Federal Reserve banks, credit intermediation, and related activities",2005,118811.0
"Federal Reserve banks, credit intermediation, and related activities",2006,126008.0
"Federal Reserve banks, credit intermediation, and related activities",2007,130052.0
"Federal Reserve banks, credit intermediation, and related activities",2008,126757.0
"Federal Reserve banks, credit intermediation, and related activities",2009,118888.0
"Federal Reserve banks, credit intermediation, and related activities",2010,122455.0
"Federal Reserve banks, credit intermediation, and related activities",2011,130983.0
"Federal Reserve banks, credit intermediation, and related activities",2012,142276.0
"Federal Reserve banks, credit intermediation, and related activities",2013,149610.0
"Federal Reserve banks, credit intermediation, and related activities",2014,153856.0
"Federal Reserve banks, credit intermediation, and related activities",2015,165137.0
"Federal Reserve banks, credit intermediation, and related activities",2016,176316.0
"Federal Reserve banks, credit intermediation, and related activities",2017,188047.0
"Federal Reserve banks, credit intermediation, and related activities",2018,199511.0
"Federal Reserve banks, credit intermediation, and related activities",2019,211291.0
"Federal Reserve banks, credit intermediation, and related activities",2020,235947.0
"Federal Reserve banks, credit intermediation, and related activities",2021,258363.0
"Federal Reserve banks, credit intermediation, and related activities",2022,256927.0
"Federal Reserve banks, credit intermediation, and related activities",2023,259287.0
"Securities, commodity contracts, and investments",1997,84609.0
"Securities, commodity contracts, and investments",1998,85928.0
"Securities, commodity contracts, and investments",1999,86098.0
"Securities, commodity contracts, and investments",2000,97329.0
"Securities, commodity contracts, and investments",2001,138828.0
"Securities, commodity contracts, and investments",2002,124292.0
"Securities, commodity contracts, and investments",2003,111948.0
"Securities, commodity contracts, and investments",2004,124540.0
"Securities, commodity contracts, and investments",2005,160199.0
"Securities, commodity contracts, and investments",2006,183696.0
"Securities, commodity contracts, and investments",2007,162097.0
"Securities, commodity contracts, and investments",2008,73374.0
"Securities, commodity contracts, and investments",2009,153093.0
"Securities, commodity contracts, and investments",2010,158305.0
"Securities, commodity contracts, and investments",2011,138932.0
"Securities, commodity contracts, and investments",2012,199029.0
"Securities, commodity contracts, and investments",2013,197191.0
"Securities, commodity contracts, and investments",2014,186820.0
"Securities, commodity contracts, and investments",2015,189594.0
"Securities, commodity contracts, and investments",2016,225750.0
"Securities, commodity contracts, and investments",2017,249766.0
"Securities, commodity contracts, and investments",2018,244258.0
"Securities, commodity contracts, and investments",2019,232237.0
"Securities, commodity contracts, and investments",2020,273875.0
"Securities, commodity contracts, and investments",2021,314819.0
"Securities, commodity contracts, and investments",2022,293594.0
"Securities, commodity contracts, and investments",2023,300600.0
Insurance carriers and related activities,1997,64344.0
Insurance carriers and related activities,1998,69804.0
Insurance carriers and related activities,1999,77306.0
Insurance carriers and related activities,2000,84405.0
Insurance carriers and related activities,2001,85463.0
Insurance carriers and related activities,2002,93871.0
Insurance carriers and related activities,2003,103973.0
Insurance carriers and related activities,2004,108208.0
Insurance carriers and related activities,2005,111636.0
Insurance carriers and related activities,2006,120326.0
Insurance carriers and related activities,2007,126133.0
Insurance carriers and related activities,2008,129930.0
Insurance carriers and related activities,2009,127136.0
Insurance carriers and related activities,2010,132974.0
Insurance carriers and related activities,2011,140134.0
Insurance carriers and related activities,2012,151080.0
Insurance carriers and related activities,2013,155789.0
Insurance carriers and related activities,2014,166144.0
Insurance carriers and related activities,2015,179487.0
Insurance carriers and related activities,2016,187548.0
Insurance carriers and related activities,2017,198981.0
Insurance carriers and related activities,2018,210573.0
Insurance carriers and related activities,2019,218541.0
Insurance carriers and related activities,2020,232555.0
Insurance carriers and related activities,2021,239431.0
Insurance carriers and related activities,2022,255122.0
Insurance carriers and related activities,2023,271060.0
"Funds, trusts, and other financial vehicles",1997,613.0
"Funds, trusts, and other financial vehicles",1998,671.0
"Funds, trusts, and other financial vehicles",1999,756.0
"Funds, trusts, and other financial vehicles",2000,870.0
"Funds, trusts, and other financial vehicles",2001,932.0
"Funds, trusts, and other financial vehicles",2002,949.0
"Funds, trusts, and other financial vehicles",2003,1032.0
"Funds, trusts, and other financial vehicles",2004,1265.0
"Funds, trusts, and other financial vehicles",2005,1424.0
"Funds, trusts, and other financial vehicles",2006,1524.0
"Funds, trusts, and other financial vehicles",2007,569.0
"Funds, trusts, and other financial vehicles",2008,572.0
"Funds, trusts, and other financial vehicles",2009,549.0
"Funds, trusts, and other financial vehicles",2010,484.0
"Funds, trusts, and other financial vehicles",2011,538.0
"Funds, trusts, and other financial vehicles",2012,454.0
"Funds, trusts, and other financial vehicles",2013,516.0
"Funds, trusts, and other financial vehicles",2014,765.0
"Funds, trusts, and other financial vehicles",2015,994.0
"Funds, trusts, and other financial vehicles",2016,1434.0
"Funds, trusts, and other financial vehicles",2017,1835.0
"Funds, trusts, and other financial vehicles",2018,41.0
"Funds, trusts, and other financial vehicles",2019,76.0
"Funds, trusts, and other financial vehicles",2020,46.0
"Funds, trusts, and other financial vehicles",2021,3591.0
"Funds, trusts, and other financial vehicles",2022,4810.0
"Funds, trusts, and other financial vehicles",2023,5506.0
Real estate,1997,27979.0
Real estate,1998,30534.0
Real estate,1999,35289.0
Real estate,2000,38222.0
Real estate,2001,36766.0
Real estate,2002,43176.0
Real estate,2003,49489.0
Real estate,2004,53181.0
Real estate,2005,55195.0
Real estate,2006,61207.0
Real estate,2007,62327.0
Real estate,2008,59911.0
Real estate,2009,57034.0
Real estate,2010,57545.0
Real estate,2011,58135.0
Real estate,2012,64296.0
Real estate,2013,68371.0
Real estate,2014,71931.0
Real estate,2015,79768.0
Real estate,2016,84441.0
Real estate,2017,90902.0
Real estate,2018,99891.0
Real estate,2019,104708.0
Real estate,2020,106171.0
Real estate,2021,124294.0
Real estate,2022,138336.0
Real estate,2023,137296.0
Rental and leasing services and lessors of intangible assets,1997,5921.0
Rental and leasing services and lessors of intangible assets,1998,6499.0
Rental and leasing services and lessors of intangible assets,1999,7741.0
Rental and leasing services and lessors of intangible assets,2000,8599.0
Rental and leasing services and lessors of intangible assets,2001,8450.0
Rental and leasing services and lessors of intangible assets,2002,9189.0
Rental and leasing services and lessors of intangible assets,2003,10033.0
Rental and leasing services and lessors of intangible assets,2004,9934.0
Rental and leasing services and lessors of intangible assets,2005,9899.0
Rental and leasing services and lessors of intangible assets,2006,10508.0
Rental and leasing services and lessors of intangible assets,2007,11553.0
Rental and leasing services and lessors of intangible assets,2008,11538.0
Rental and leasing services and lessors of intangible assets,2009,10692.0
Rental and leasing services and lessors of intangible assets,2010,10705.0
Rental and leasing services and lessors of intangible assets,2011,10626.0
Rental and leasing services and lessors of intangible assets,2012,11901.0
Rental and leasing services and lessors of intangible assets,2013,12383.0
Rental and leasing services and lessors of intangible assets,2014,12948.0
Rental and leasing services and lessors of intangible assets,2015,14323.0
Rental and leasing services and lessors of intangible assets,2016,15100.0
Rental and leasing services and lessors of intangible assets,2017,16172.0
Rental and leasing services and lessors of intangible assets,2018,17475.0
Rental and leasing services and lessors of intangible assets,2019,17923.0
Rental and leasing services and lessors of intangible assets,2020,14217.0
Rental and leasing services and lessors of intangible assets,2021,17006.0
Rental and leasing services and lessors of intangible assets,2022,20631.0
Rental and leasing services and lessors of intangible assets,2023,21818.0
Legal services,1997,79939.0
Legal services,1998,85574.0
Legal services,1999,82107.0
Legal services,2000,87796.0
Legal services,2001,95134.0
Legal services,2002,92676.0
Legal services,2003,105969.0
Legal services,2004,105772.0
Legal services,2005,113373.0
Legal services,2006,121579.0
Legal services,2007,121569.0
Legal services,2008,128865.0
Legal services,2009,124336.0
Legal services,2010,119960.0
Legal services,2011,125980.0
Legal services,2012,128015.0
Legal services,2013,132315.0
Legal services,2014,131914.0
Legal services,2015,132657.0
Legal services,2016,138816.0
Legal services,2017,142355.0
Legal services,2018,153165.0
Legal services,2019,153073.0
Legal services,2020,150892.0
Legal services,2021,165702.0
Legal services,2022,170707.0
Legal services,2023,179030.0
Computer systems design and related services,1997,51674.0
Computer systems design and related services,1998,61110.0
Computer systems design and related services,1999,68477.0
Computer systems design and related services,2000,77267.0
Computer systems design and related services,2001,81831.0
Computer systems design and related services,2002,74114.0
Computer systems design and related services,2003,84052.0
Computer systems design and related services,2004,89001.0
Computer systems design and related services,2005,99200.0
Computer systems design and related services,2006,109648.0
Computer systems design and related services,2007,120184.0
Computer systems design and related services,2008,129078.0
Computer systems design and related services,2009,128505.0
Computer systems design and related services,2010,136844.0
Computer systems design and related services,2011,148638.0
Computer systems design and related services,2012,167354.0
Computer systems design and related services,2013,172330.0
Computer systems design and related services,2014,185013.0
Computer systems design and related services,2015,203119.0
Computer systems design and related services,2016,217620.0
Computer systems design and related services,2017,234670.0
Computer systems design and related services,2018,253672.0
Computer systems design and related services,2019,275150.0
Computer systems design and related services,2020,285223.0
Computer systems design and related services,2021,334046.0
Computer systems design and related services,2022,354416.0
Computer systems design and related services,2023,370836.0
"Miscellaneous professional, scientific, and technical services",1997,182548.0
"Miscellaneous professional, scientific, and technical services",1998,199161.0
"Miscellaneous professional, scientific, and technical services",1999,215567.0
"Miscellaneous professional, scientific, and technical services",2000,242402.0
"Miscellaneous professional, scientific, and technical services",2001,257270.0
"Miscellaneous professional, scientific, and technical services",2002,251914.0
"Miscellaneous professional, scientific, and technical services",2003,262781.0
"Miscellaneous professional, scientific, and technical services",2004,280707.0
"Miscellaneous professional, scientific, and technical services",2005,313340.0
"Miscellaneous professional, scientific, and technical services",2006,342469.0
"Miscellaneous professional, scientific, and technical services",2007,370290.0
"Miscellaneous professional, scientific, and technical services",2008,390090.0
"Miscellaneous professional, scientific, and technical services",2009,376753.0
"Miscellaneous professional, scientific, and technical services",2010,384473.0
"Miscellaneous professional, scientific, and technical services",2011,409150.0
"Miscellaneous professional, scientific, and technical services",2012,438549.0
"Miscellaneous professional, scientific, and technical services",2013,453048.0
"Miscellaneous professional, scientific, and technical services",2014,474484.0
"Miscellaneous professional, scientific, and technical services",2015,509977.0
"Miscellaneous professional, scientific, and technical services",2016,525949.0
"Miscellaneous professional, scientific, and technical services",2017,552399.0
"Miscellaneous professional, scientific, and technical services",2018,599138.0
"Miscellaneous professional, scientific, and technical services",2019,640351.0
"Miscellaneous professional, scientific, and technical services",2020,645878.0
"Miscellaneous professional, scientific, and technical services",2021,716261.0
"Miscellaneous professional, scientific, and technical services",2022,799743.0
"Miscellaneous professional, scientific, and technical services",2023,841205.0
Management of companies and enterprises,1997,65529.0
Management of companies and enterprises,1998,76389.0
Management of companies and enterprises,1999,85807.0
Management of companies and enterprises,2000,103439.0
Management of companies and enterprises,2001,107599.0
Management of companies and enterprises,2002,104975.0
Management of companies and enterprises,2003,111369.0
Management of companies and enterprises,2004,122707.0
Management of companies and enterprises,2005,131498.0
Management of companies and enterprises,2006,142753.0
Management of companies and enterprises,2007,157858.0
Management of companies and enterprises,2008,161512.0
Management of companies and enterprises,2009,155705.0
Management of companies and enterprises,2010,171529.0
Management of companies and enterprises,2011,183677.0
Management of companies and enterprises,2012,198940.0
Management of companies and enterprises,2013,212025.0
Management of companies and enterprises,2014,220553.0
Management of companies and enterprises,2015,232438.0
Management of companies and enterprises,2016,236070.0
Management of companies and enterprises,2017,250425.0
Management of companies and enterprises,2018,265467.0
Management of companies and enterprises,2019,278853.0
Management of companies and enterprises,2020,278114.0
Management of companies and enterprises,2021,313918.0
Management of companies and enterprises,2022,341307.0
Management of companies and enterprises,2023,356595.0
Administrative and support services,1997,47404.0
Administrative and support services,1998,50014.0
Administrative and support services,1999,54983.0
Administrative and support services,2000,60918.0
Administrative and support services,2001,68058.0
Administrative and support services,2002,67244.0
Administrative and support services,2003,74072.0
Administrative and support services,2004,76133.0
Administrative and support services,2005,88506.0
Administrative and support services,2006,95718.0
Administrative and support services,2007,103650.0
Administrative and support services,2008,108973.0
Administrative and support services,2009,100170.0
Administrative and support services,2010,106355.0
Administrative and support services,2011,113458.0
Administrative and support services,2012,124712.0
Administrative and support services,2013,129433.0
Administrative and support services,2014,137211.0
Administrative and support services,2015,147385.0
Administrative and support services,2016,153217.0
Administrative and support services,2017,166135.0
Administrative and support services,2018,180798.0
Administrative and support services,2019,188985.0
Administrative and support services,2020,199556.0
Administrative and support services,2021,212801.0
Administrative and support services,2022,251330.0
Administrative and support services,2023,253872.0
Waste management and remediation services,1997,1733.0
Waste management and remediation services,1998,1762.0
Waste management and remediation services,1999,1892.0
Waste management and remediation services,2000,1932.0
Waste management and remediation services,2001,2280.0
Waste management and remediation services,2002,2373.0
Waste management and remediation services,2003,2884.0
Waste management and remediation services,2004,2882.0
Waste management and remediation services,2005,3503.0
Waste management and remediation services,2006,3908.0
Waste management and remediation services,2007,4081.0
Waste management and remediation services,2008,4541.0
Waste management and remediation services,2009,4489.0
Waste management and remediation services,2010,5852.0
Waste management and remediation services,2011,4848.0
Waste management and remediation services,2012,5247.0
Waste management and remediation services,2013,5552.0
Waste management and remediation services,2014,6092.0
Waste management and remediation services,2015,6025.0
Waste management and remediation services,2016,6554.0
Waste management and remediation services,2017,7049.0
Waste management and remediation services,2018,7941.0
Waste management and remediation services,2019,8297.0
Waste management and remediation services,2020,9004.0
Waste management and remediation services,2021,9760.0
Waste management and remediation services,2022,10687.0
Waste management and remediation services,2023,11444.0
Educational services,1997,39255.0
Educational services,1998,41879.0
Educational services,1999,45779.0
Educational services,2000,48180.0
Educational services,2001,55616.0
Educational services,2002,62718.0
Educational services,2003,69923.0
Educational services,2004,77044.0
Educational services,2005,84355.0
Educational services,2006,90980.0
Educational services,2007,98276.0
Educational services,2008,105347.0
Educational services,2009,116245.0
Educational services,2010,122142.0
Educational services,2011,128972.0
Educational services,2012,136084.0
Educational services,2013,140966.0
Educational services,2014,148818.0
Educational services,2015,153497.0
Educational services,2016,162287.0
Educational services,2017,164571.0
Educational services,2018,174427.0
Educational services,2019,185856.0
Educational services,2020,185135.0
Educational services,2021,195784.0
Educational services,2022,207703.0
Educational services,2023,216190.0
Ambulatory health care services,1997,159239.0
Ambulatory health care services,1998,160621.0
Ambulatory health care services,1999,167165.0
Ambulatory health care services,2000,169602.0
Ambulatory health care services,2001,182424.0
Ambulatory health care services,2002,203490.0
Ambulatory health care services,2003,219964.0
Ambulatory health care services,2004,233873.0
Ambulatory health care services,2005,238849.0
Ambulatory health care services,2006,259409.0
Ambulatory health care services,2007,271925.0
Ambulatory health care services,2008,280528.0
Ambulatory health care services,2009,292849.0
Ambulatory health care services,2010,307476.0
Ambulatory health care services,2011,316819.0
Ambulatory health care services,2012,333947.0
Ambulatory health care services,2013,349299.0
Ambulatory health care services,2014,357607.0
Ambulatory health care services,2015,378453.0
Ambulatory health care services,2016,395848.0
Ambulatory health care services,2017,418843.0
Ambulatory health care services,2018,452751.0
Ambulatory health care services,2019,471935.0
Ambulatory health care services,2020,457653.0
Ambulatory health care services,2021,502306.0
Ambulatory health care services,2022,554826.0
Ambulatory health care services,2023,579271.0
Hospitals and nursing and residential care facilities,1997,100692.0
Hospitals and nursing and residential care facilities,1998,107842.0
Hospitals and nursing and residential care facilities,1999,114293.0
Hospitals and nursing and residential care facilities,2000,121378.0
Hospitals and nursing and residential care facilities,2001,128232.0
Hospitals and nursing and residential care facilities,2002,143896.0
Hospitals and nursing and residential care facilities,2003,151007.0
Hospitals and nursing and residential care facilities,2004,164363.0
Hospitals and nursing and residential care facilities,2005,167482.0
Hospitals and nursing and residential care facilities,2006,182616.0
Hospitals and nursing and residential care facilities,2007,196212.0
Hospitals and nursing and residential care facilities,2008,211434.0
Hospitals and nursing and residential care facilities,2009,226895.0
Hospitals and nursing and residential care facilities,2010,233953.0
Hospitals and nursing and residential care facilities,2011,247868.0
Hospitals and nursing and residential care facilities,2012,261998.0
Hospitals and nursing and residential care facilities,2013,273793.0
Hospitals and nursing and residential care facilities,2014,285808.0
Hospitals and nursing and residential care facilities,2015,304441.0
Hospitals and nursing and residential care facilities,2016,320001.0
Hospitals and nursing and residential care facilities,2017,336914.0
Hospitals and nursing and residential care facilities,2018,358226.0
Hospitals and nursing and residential care facilities,2019,373950.0
Hospitals and nursing and residential care facilities,2020,398021.0
Hospitals and nursing and residential care facilities,2021,410359.0
Hospitals and nursing and residential care facilities,2022,447338.0
Hospitals and nursing and residential care facilities,2023,477610.0
Social assistance,1997,14776.0
Social assistance,1998,16409.0
Social assistance,1999,17975.0
Social assistance,2000,19744.0
Social assistance,2001,20971.0
Social assistance,2002,23490.0
Social assistance,2003,24941.0
Social assistance,2004,26695.0
Social assistance,2005,27896.0
Social assistance,2006,30866.0
Social assistance,2007,33239.0
Social assistance,2008,37829.0
Social assistance,2009,40565.0
Social assistance,2010,39976.0
Social assistance,2011,40240.0
Social assistance,2012,44081.0
Social assistance,2013,48220.0
Social assistance,2014,50054.0
Social assistance,2015,54134.0
Social assistance,2016,57624.0
Social assistance,2017,62075.0
Social assistance,2018,67007.0
Social assistance,2019,77182.0
Social assistance,2020,82045.0
Social assistance,2021,82989.0
Social assistance,2022,96270.0
Social assistance,2023,104908.0
"Performing arts, spectator sports, museums, and related activities",1997,17855.0
"Performing arts, spectator sports, museums, and related activities",1998,18963.0
"Performing arts, spectator sports, museums, and related activities",1999,21636.0
"Performing arts, spectator sports, museums, and related activities",2000,26043.0
