Industry Description,Year,Value,Workbook,Sheet
Farms,2013,339.48900000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2014,333.772,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2015,322.99199999999996,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2016,309.486,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2018,292.55899999999997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2019,285.491,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2020,281.342,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2021,284.289,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2022,290.936,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Farms,2023,290.257,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,1997,220.898,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,1998,221.903,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,1999,225.423,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2000,227.078,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2001,228.141,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2002,231.35999999999999,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2003,234.449,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2004,238.793,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2005,243.72199999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2006,253.082,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2007,265.972,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2008,280.666,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2009,293.045,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2010,302.178,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2011,306.609,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2012,308.436,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2013,305.137,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2014,302.40999999999997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2015,300.175,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2016,299.652,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2018,301.474,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2019,303.775,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2020,308.486,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2021,310.64,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2022,312.071,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Federal,2023,314.044,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",1997,169.795,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",1998,178.10500000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",1999,188.14100000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2000,197.51999999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2001,205.154,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2002,212.147,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2003,218.924,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2004,223.80700000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2005,234.155,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2006,243.89800000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2007,255.227,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2008,263.764,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2009,266.664,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2010,267.923,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2011,270.122,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2012,271.525,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2013,274.072,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2014,276.832,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2015,282.663,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2016,291.408,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2018,310.057,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2019,324.135,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2020,338.83500000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2021,346.615,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2022,352.864,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Federal Reserve banks, credit intermediation, and related activities",2023,357.076,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,1997,194.048,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,1998,197.748,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,1999,201.882,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2000,206.407,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2001,209.567,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2002,213.409,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2003,216.919,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2004,219.373,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2005,222.60000000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2006,226.797,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2007,230.876,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2008,236.738,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2009,243.502,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2010,248.00900000000001,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2011,252.574,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2012,257.628,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2013,264.008,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2014,270.722,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2015,279.523,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2016,290.95,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2018,309.36199999999997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2019,320.581,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2020,328.08299999999997,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2021,332.741,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2022,336.396,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food and beverage and tobacco products,2023,338.928,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,1997,211.581,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,1998,216.238,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,1999,219.275,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2000,221.974,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2001,224.121,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2002,228.04899999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2003,228.89,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2004,228.012,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2005,226.99099999999999,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2006,228.114,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2007,230.688,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2008,234.795,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2009,238.715,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2010,241.83,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2011,245.804,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2012,253.791,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2013,267.577,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2014,280.002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2015,287.99,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2016,292.329,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2018,310.161,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2019,318.819,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2020,321.688,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2021,332.798,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2022,339.573,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Food services and drinking places,2023,345.094,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",1997,190.878,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",1998,191.655,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",1999,192.756,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2000,196.63799999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2001,199.43,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2002,203.341,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2003,211.694,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2004,221.95499999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2005,236.709,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2006,263.324,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2007,277.015,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2008,285.615,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2009,291.719,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2010,295.81899999999996,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2011,303.166,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2012,308.502,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2013,307.852,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2014,305.722,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2015,301.81600000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2016,300.701,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2018,300.976,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2019,300.122,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2020,298.363,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2021,294.486,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2022,291.873,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Forestry, fishing, and related activities",2023,288.94,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",1997,198.60899999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",1998,205.829,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",1999,213.473,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2000,219.014,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2001,224.49900000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2002,229.668,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2003,231.51299999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2004,237.78699999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2005,243.47500000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2006,247.646,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2007,257.546,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2008,269.847,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2009,284.754,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2010,273.168,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2011,304.426,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2012,321.094,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2013,298.403,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2014,327.282,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2015,328.54,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2016,330.129,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2018,296.46,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2019,309.704,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2020,333.944,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2021,359.006,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2022,440.46500000000003,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
"Funds, trusts, and other financial vehicles",2023,507.025,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,1997,204.566,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,1998,211.111,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,1999,220.263,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2000,231.093,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2001,238.97199999999998,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2002,246.829,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2003,254.746,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2004,258.20500000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2005,264.38300000000004,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2006,271.406,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2007,277.536,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2008,284.601,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2009,285.743,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2010,284.517,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2011,287.526,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2012,296.747,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2013,305.984,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2014,307.29,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2015,306.632,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2016,306.051,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2018,296.201,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2019,298.784,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2020,303.031,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2021,309.949,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2022,309.193,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Furniture and related products,2023,302.522,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,1997,159.056,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,1998,163.876,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,1999,168.993,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2000,173.75,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2001,178.117,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2002,182.268,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2003,187.677,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2004,193.891,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2005,200.311,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2006,206.906,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2007,215.73000000000002,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2008,225.565,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2009,234.598,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2010,242.739,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2011,250.50900000000001,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2012,259.574,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2013,268.271,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2014,275.819,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2015,282.927,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2016,291.132,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2017,300.0,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2018,308.724,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2019,317.174,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2020,324.605,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2021,331.928,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2022,337.707,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Hospitals and nursing and residential care facilities,2023,340.088,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Insurance carriers and related activities,1997,202.643,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Insurance carriers and related activities,1998,209.143,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Insurance carriers and related activities,1999,216.214,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
Insurance carriers and related activities,2000,224.023,BEA-BLS-industry-level-production-account-1997-2023.xlsx,Capital_Art_Quantity
