Industry Description,Year,Value,total_labor_comp,surplus,surplus_rate
Social assistance,2000,52303.0,49818.0,2485.0,0.047511615012523184
Social assistance,2001,55485.0,52686.0,2799.0,0.050446066504460665
Social assistance,2002,59331.0,56326.0,3005.0,0.05064805919333906
Social assistance,2003,64680.0,61499.0,3181.0,0.049180581323438465
Social assistance,2004,67302.0,64010.0,3292.0,0.04891385099997028
Social assistance,2005,71967.0,68473.0,3494.0,0.04855002987480373
Social assistance,2006,76397.0,72678.0,3719.0,0.04867992198646544
Social assistance,2007,80271.0,76266.0,4005.0,0.049893485816795605
Social assistance,2008,85100.0,84618.0,482.0,0.005663924794359577
Social assistance,2009,87147.0,87110.0,37.0,0.0004245699794599929
Social assistance,2010,89060.0,84197.0,4863.0,0.05460363799685605
Social assistance,2011,88012.0,83095.0,4917.0,0.05586738172067445
Social assistance,2012,95345.0,90275.0,5070.0,0.05317531071372385
Social assistance,2013,101191.0,95971.0,5220.0,0.051585615321520686
Social assistance,2014,106028.0,100513.0,5515.0,0.05201456219111933
Social assistance,2015,112591.0,106753.0,5838.0,0.051851391319021944
Social assistance,2016,120475.0,114225.0,6250.0,0.05187798298402158
Social assistance,2017,127201.0,120496.0,6705.0,0.05271184974960889
Social assistance,2018,135073.0,128015.0,7058.0,0.05225322603333012
Social assistance,2019,145780.0,145207.0,573.0,0.0039305803265194126
Social assistance,2020,148289.0,145335.0,2954.0,0.01992056052707888
Social assistance,2021,155254.0,148645.0,6609.0,0.0425689515245984
Social assistance,2022,176581.0,173465.0,3116.0,0.017646292636240592
Social assistance,2023,196013.0,191815.0,4198.0,0.021416946835158893
"Performing arts, spectator sports, museums, and related activities",1997,35167.0,33447.0,1720.0,0.04890948900958285
"Performing arts, spectator sports, museums, and related activities",1998,38225.0,36359.0,1866.0,0.04881621975147155
"Performing arts, spectator sports, museums, and related activities",1999,41764.0,39769.0,1995.0,0.047768412987261755
"Performing arts, spectator sports, museums, and related activities",2000,46493.0,44301.0,2192.0,0.04714688232637171
"Performing arts, spectator sports, museums, and related activities",2001,48842.0,47219.0,1623.0,0.03322959747758077
"Performing arts, spectator sports, museums, and related activities",2002,53813.0,51707.0,2106.0,0.03913552487317191
"Performing arts, spectator sports, museums, and related activities",2003,58585.0,56901.0,1684.0,0.028744559187505334
"Performing arts, spectator sports, museums, and related activities",2004,61247.0,60610.0,637.0,0.010400509412705929
"Performing arts, spectator sports, museums, and related activities",2005,62989.0,60779.0,2210.0,0.0350854911174967
"Performing arts, spectator sports, museums, and related activities",2006,69095.0,65888.0,3207.0,0.04641435704464867
"Performing arts, spectator sports, museums, and related activities",2007,70697.0,68290.0,2407.0,0.03404670636660679
"Performing arts, spectator sports, museums, and related activities",2008,76454.0,72794.0,3660.0,0.04787192298637089
"Performing arts, spectator sports, museums, and related activities",2009,79927.0,69256.0,10671.0,0.13350932726112577
"Performing arts, spectator sports, museums, and related activities",2010,82900.0,68552.0,14348.0,0.17307599517490954
"Performing arts, spectator sports, museums, and related activities",2011,87887.0,71360.0,16527.0,0.18804828928055345
"Performing arts, spectator sports, museums, and related activities",2012,96418.0,75022.0,21396.0,0.2219087722209546
"Performing arts, spectator sports, museums, and related activities",2013,98711.0,80193.0,18518.0,0.18759814002492123
"Performing arts, spectator sports, museums, and related activities",2014,105964.0,82331.0,23633.0,0.22302857574270507
"Performing arts, spectator sports, museums, and related activities",2015,105676.0,87877.0,17799.0,0.16842991786214467
"Performing arts, spectator sports, museums, and related activities",2016,113996.0,93096.0,20900.0,0.18333976630758975
"Performing arts, spectator sports, museums, and related activities",2017,120751.0,95614.0,25137.0,0.2081721890501942
"Performing arts, spectator sports, museums, and related activities",2018,129798.0,104125.0,25673.0,0.1977919536510578
"Performing arts, spectator sports, museums, and related activities",2019,134759.0,104280.0,30479.0,0.2261741330820205
"Performing arts, spectator sports, museums, and related activities",2020,96165.0,81777.0,14388.0,0.1496178443300577
"Performing arts, spectator sports, museums, and related activities",2021,112798.0,89148.0,23650.0,0.2096668380645047
"Performing arts, spectator sports, museums, and related activities",2022,143216.0,124687.0,18529.0,0.12937800245782594
"Performing arts, spectator sports, museums, and related activities",2023,164835.0,134877.0,29958.0,0.18174538174538174
"Amusements, gambling, and recreation industries",1997,40079.0,23236.0,16843.0,0.4202450160932159
"Amusements, gambling, and recreation industries",1998,39161.0,25931.0,13230.0,0.33783611245882383
"Amusements, gambling, and recreation industries",1999,42603.0,27910.0,14693.0,0.3448818158345656
"Amusements, gambling, and recreation industries",2000,45991.0,30721.0,15270.0,0.33202148246396035
"Amusements, gambling, and recreation industries",2001,41326.0,32195.0,9131.0,0.22095049121618351
"Amusements, gambling, and recreation industries",2002,43169.0,34029.0,9140.0,0.21172600708841993
"Amusements, gambling, and recreation industries",2003,45136.0,35822.0,9314.0,0.20635412974122652
"Amusements, gambling, and recreation industries",2004,48558.0,36584.0,11974.0,0.24659170476543515
"Amusements, gambling, and recreation industries",2005,50587.0,37717.0,12870.0,0.2544131891592702
"Amusements, gambling, and recreation industries",2006,52155.0,38931.0,13224.0,0.253551912568306
"Amusements, gambling, and recreation industries",2007,56636.0,41142.0,15494.0,0.27357157991383574
"Amusements, gambling, and recreation industries",2008,56315.0,43075.0,13240.0,0.23510609961821893
"Amusements, gambling, and recreation industries",2009,54474.0,41202.0,13272.0,0.243639167309175
"Amusements, gambling, and recreation industries",2010,58826.0,41916.0,16910.0,0.28745792676707577
"Amusements, gambling, and recreation industries",2011,59577.0,42915.0,16662.0,0.2796716853819427
"Amusements, gambling, and recreation industries",2012,62767.0,45784.0,16983.0,0.2705721159207864
"Amusements, gambling, and recreation industries",2013,65317.0,47785.0,17532.0,0.26841404228608173
"Amusements, gambling, and recreation industries",2014,68426.0,51870.0,16556.0,0.24195481249817322
"Amusements, gambling, and recreation industries",2015,71592.0,53334.0,18258.0,0.25502849480388873
"Amusements, gambling, and recreation industries",2016,75308.0,57931.0,17377.0,0.23074573750464758
"Amusements, gambling, and recreation industries",2017,77069.0,59980.0,17089.0,0.2217363661134827
"Amusements, gambling, and recreation industries",2018,80205.0,62491.0,17714.0,0.22085904868773767
"Amusements, gambling, and recreation industries",2019,84067.0,65430.0,18637.0,0.2216922216803264
"Amusements, gambling, and recreation industries",2020,58733.0,49182.0,9551.0,0.16261726797541418
"Amusements, gambling, and recreation industries",2021,79136.0,60308.0,18828.0,0.23791953093408816
"Amusements, gambling, and recreation industries",2022,95120.0,75083.0,20037.0,0.2106497056349874
"Amusements, gambling, and recreation industries",2023,107079.0,84383.0,22696.0,0.21195565890604134
Accommodation,1997,62474.0,39312.0,23162.0,0.37074623043185967
Accommodation,1998,66855.0,43344.0,23511.0,0.35167152793358764
Accommodation,1999,74656.0,48331.0,26325.0,0.3526173381911702
Accommodation,2000,83055.0,52648.0,30407.0,0.3661067967009813
Accommodation,2001,80138.0,53145.0,26993.0,0.3368314657216302
Accommodation,2002,82796.0,51580.0,31216.0,0.37702304459152614
Accommodation,2003,83488.0,52569.0,30919.0,0.3703406477577616
Accommodation,2004,91161.0,56280.0,34881.0,0.38263073024648697
Accommodation,2005,96149.0,59391.0,36758.0,0.38230246804438944
Accommodation,2006,102057.0,60969.0,41088.0,0.40259854787030774
Accommodation,2007,109313.0,64645.0,44668.0,0.40862477472944664
Accommodation,2008,107958.0,66964.0,40994.0,0.3797217436410456
Accommodation,2009,92840.0,61030.0,31810.0,0.3426324859974149
Accommodation,2010,96363.0,62020.0,34343.0,0.35639197617342755
Accommodation,2011,105089.0,65545.0,39544.0,0.37629057275261923
Accommodation,2012,110605.0,68525.0,42080.0,0.3804529632475928
Accommodation,2013,118672.0,70970.0,47702.0,0.40196508022111366
Accommodation,2014,125439.0,75163.0,50276.0,0.4008003890337136
Accommodation,2015,141100.0,78994.0,62106.0,0.44015591778880225
Accommodation,2016,143856.0,80678.0,63178.0,0.43917528639750864
Accommodation,2017,151590.0,83850.0,67740.0,0.44686324955471995
Accommodation,2018,159187.0,87588.0,71599.0,0.449779190511788
Accommodation,2019,168034.0,92424.0,75610.0,0.4499684587642977
Accommodation,2020,104001.0,62511.0,41490.0,0.398938471745464
Accommodation,2021,147656.0,74474.0,73182.0,0.4956249661375088
Accommodation,2022,184490.0,94068.0,90422.0,0.4901187056209009
Accommodation,2023,210517.0,103420.0,107097.0,0.5087332614468191
Food services and drinking places,1997,133321.0,105502.0,27819.0,0.20866180121661254
Food services and drinking places,1998,144980.0,116106.0,28874.0,0.1991585046213271
Food services and drinking places,1999,159716.0,126618.0,33098.0,0.20723033384257056
Food services and drinking places,2000,172983.0,133295.0,39688.0,0.22943295005867628
Food services and drinking places,2001,180713.0,140405.0,40308.0,0.2230498082595054
Food services and drinking places,2002,193338.0,146181.0,47157.0,0.24390962976755734
Food services and drinking places,2003,201618.0,155224.0,46394.0,0.23010842285907013
Food services and drinking places,2004,213694.0,165957.0,47737.0,0.22338951959343734
Food services and drinking places,2005,220503.0,172781.0,47722.0,0.21642335931937434
Food services and drinking places,2006,232928.0,183364.0,49564.0,0.21278678389888722
Food services and drinking places,2007,237995.0,194140.0,43855.0,0.18426857707094688
Food services and drinking places,2008,240961.0,196432.0,44529.0,0.18479753985084724
Food services and drinking places,2009,246618.0,191306.0,55312.0,0.22428208808764974
Food services and drinking places,2010,254859.0,195710.0,59149.0,0.2320851922043169
Food services and drinking places,2011,266761.0,207176.0,59585.0,0.223364734725091
Food services and drinking places,2012,286018.0,225097.0,60921.0,0.21299708409960214
Food services and drinking places,2013,298704.0,234609.0,64095.0,0.214576972521292
Food services and drinking places,2014,317751.0,250173.0,67578.0,0.21267596325424626
Food services and drinking places,2015,347995.0,273970.0,74025.0,0.2127185735427233
Food services and drinking places,2016,371962.0,290986.0,80976.0,0.21769965749189432
Food services and drinking places,2017,388709.0,308286.0,80423.0,0.20689770496695473
Food services and drinking places,2018,405816.0,324767.0,81049.0,0.1997185916770162
Food services and drinking places,2019,433167.0,342479.0,90688.0,0.2093603621697867
Food services and drinking places,2020,345288.0,251499.0,93789.0,0.27162542573156323
Food services and drinking places,2021,453115.0,307626.0,145489.0,0.32108625845535904
Food services and drinking places,2022,511908.0,414531.0,97377.0,0.19022363393422256
Food services and drinking places,2023,588209.0,452427.0,135782.0,0.23083971853541854
"Other services, except government",1997,224677.0,170483.0,54194.0,0.24120849041067843
"Other services, except government",1998,242804.0,182819.0,59985.0,0.24705111942142632
"Other services, except government",1999,254586.0,188306.0,66280.0,0.2603442451666627
"Other services, except government",2000,273099.0,200877.0,72222.0,0.2644535498116068
"Other services, except government",2001,258800.0,206307.0,52493.0,0.2028323029366306
"Other services, except government",2002,278200.0,221905.0,56295.0,0.20235442127965492
"Other services, except government",2003,276994.0,231247.0,45747.0,0.16515520191773106
"Other services, except government",2004,289928.0,241208.0,48720.0,0.1680417207030711
"Other services, except government",2005,302731.0,246022.0,56709.0,0.18732472062656286
"Other services, except government",2006,316524.0,257990.0,58534.0,0.18492752524295156
"Other services, except government",2007,321835.0,269595.0,52240.0,0.16231920083272483
"Other services, except government",2008,321381.0,278363.0,43018.0,0.1338535881088179
"Other services, except government",2009,317917.0,273856.0,44061.0,0.1385927773601286
"Other services, except government",2010,319384.0,271242.0,48142.0,0.15073391278210554
"Other services, except government",2011,323992.0,275000.0,48992.0,0.15121361021259785
"Other services, except government",2012,338468.0,290671.0,47797.0,0.14121571315456705
"Other services, except government",2013,349540.0,300266.0,49274.0,0.14096812954168336
"Other services, except government",2014,373127.0,314868.0,58259.0,0.15613718653434353
"Other services, except government",2015,391369.0,329027.0,62342.0,0.15929212584542976
"Other services, except government",2016,403342.0,337304.0,66038.0,0.16372706041027218
"Other services, except government",2017,419768.0,351126.0,68642.0,0.16352366068876142
"Other services, except government",2018,443498.0,373907.0,69591.0,0.15691389814610213
"Other services, except government",2019,462869.0,387252.0,75617.0,0.16336587673834282
"Other services, except government",2020,436148.0,360243.0,75905.0,0.1740349606097013
"Other services, except government",2021,467858.0,382417.0,85441.0,0.18262165015880888
"Other services, except government",2022,529708.0,454514.0,75194.0,0.1419536801407568
"Other services, except government",2023,569117.0,476608.0,92509.0,0.16254829850452543
Federal,1997,473303.0,230773.0,242530.0,0.512420162137151
Federal,1998,475436.0,234412.0,241024.0,0.506953617311268
Federal,1999,479990.0,241612.0,238378.0,0.49663117981624616
Federal,2000,483301.0,256305.0,226996.0,0.46967831641151164
Federal,2001,533549.0,264871.0,268678.0,0.5035676198437257
Federal,2002,566907.0,290663.0,276244.0,0.48728274655278553
Federal,2003,625470.0,321905.0,303565.0,0.48533902505316
Federal,2004,667182.0,342294.0,324888.0,0.48695558333408273
Federal,2005,739730.0,362119.0,377611.0,0.5104713882092115
Federal,2006,783741.0,374789.0,408952.0,0.5217948276280047
Federal,2007,799449.0,389995.0,409454.0,0.512170257264691
Federal,2008,810015.0,409609.0,400406.0,0.4943192410017098
Federal,2009,797635.0,433586.0,364049.0,0.45641051358077317
Federal,2010,828887.0,459428.0,369459.0,0.4457290318221905
Federal,2011,860245.0,468185.0,392060.0,0.4557538840679109
Federal,2012,887905.0,465152.0,422753.0,0.47612413490181943
Federal,2013,903827.0,455142.0,448685.0,0.49642796685648916
Federal,2014,925941.0,459954.0,465987.0,0.5032577669635538
Federal,2015,937174.0,469030.0,468144.0,0.4995273022939177
Federal,2016,951009.0,479723.0,471286.0,0.4955641849866826
Federal,2017,973849.0,489537.0,484312.0,0.49731734591297005
Federal,2018,1043425.0,509635.0,533790.0,0.5115748616335626
Federal,2019,1079335.0,523608.0,555727.0,0.5148790690564098
Federal,2020,1119049.0,550456.0,568593.0,0.5081037559570671
Federal,2021,1221346.0,573941.0,647405.0,0.5300750155975457
Federal,2022,1326396.0,594087.0,732309.0,0.5521043489274696
Federal,2023,1373947.0,634932.0,739015.0,0.5378773708156137
State and local,1997,921552.0,658955.0,262597.0,0.28495082209142836
State and local,1998,963080.0,694370.0,268710.0,0.27901108942143954
State and local,1999,1006401.0,739216.0,267185.0,0.26548562650474317
State and local,2000,1031452.0,787074.0,244378.0,0.23692619724427313
State and local,2001,1191483.0,847180.0,344303.0,0.2889701321798129
State and local,2002,1265721.0,894714.0,371007.0,0.29311909970680744
State and local,2003,1369368.0,933780.0,435588.0,0.31809418651523913
State and local,2004,1456968.0,980715.0,476253.0,0.3268795196600063
State and local,2005,1634870.0,1021242.0,613628.0,0.37533748860765687
State and local,2006,1764369.0,1069386.0,694983.0,0.3938988952991126
State and local,2007,1839739.0,1129605.0,710134.0,0.3859971441601227
State and local,2008,1864671.0,1183578.0,681093.0,0.36526175395016064
State and local,2009,1780561.0,1207279.0,573282.0,0.3219670654361182
State and local,2010,1806388.0,1232254.0,574134.0,0.31783537091699016
State and local,2011,1846861.0,1233841.0,613020.0,0.33192535875737267
State and local,2012,1942230.0,1238654.0,703576.0,0.3622516385803947
State and local,2013,2076826.0,1293215.0,783611.0,0.37731182101918986
State and local,2014,2165175.0,1330999.0,834176.0,0.3852695509600841
State and local,2015,2222290.0,1377292.0,844998.0,0.3802375027561659
State and local,2016,2278186.0,1407677.0,870509.0,0.382106202039693
State and local,2017,2352452.0,1445949.0,906503.0,0.385343887994314
State and local,2018,2562929.0,1505243.0,1057686.0,0.4126864224486905
State and local,2019,2664387.0,1548568.0,1115819.0,0.4187901382194103
State and local,2020,2736925.0,1591143.0,1145782.0,0.41863843547046414
State and local,2021,2995293.0,1633517.0,1361776.0,0.45463866139305903
State and local,2022,3314798.0,1678807.0,1635991.0,0.4935416879097912
State and local,2023,3412486.0,1774017.0,1638469.0,0.480139405700126
