Industry Description,Year,Value
Transit and ground passenger transportation,2004,65.689
Transit and ground passenger transportation,2005,66.653
Transit and ground passenger transportation,2006,70.696
Transit and ground passenger transportation,2007,72.236
Transit and ground passenger transportation,2008,72.552
Transit and ground passenger transportation,2009,71.869
Transit and ground passenger transportation,2010,76.379
Transit and ground passenger transportation,2011,80.97
Transit and ground passenger transportation,2012,78.251
Transit and ground passenger transportation,2013,77.104
Transit and ground passenger transportation,2014,79.614
Transit and ground passenger transportation,2015,86.595
Transit and ground passenger transportation,2016,93.654
Transit and ground passenger transportation,2017,100.0
Transit and ground passenger transportation,2018,101.431
Transit and ground passenger transportation,2019,103.455
Transit and ground passenger transportation,2020,69.827
Transit and ground passenger transportation,2021,72.681
Transit and ground passenger transportation,2022,90.83
Transit and ground passenger transportation,2023,94.365
Pipeline transportation,1997,95.711
Pipeline transportation,1998,94.319
Pipeline transportation,1999,91.816
Pipeline transportation,2000,86.978
Pipeline transportation,2001,84.313
Pipeline transportation,2002,83.355
Pipeline transportation,2003,86.133
Pipeline transportation,2004,80.891
Pipeline transportation,2005,78.68
Pipeline transportation,2006,80.35
Pipeline transportation,2007,84.494
Pipeline transportation,2008,86.656
Pipeline transportation,2009,90.107
Pipeline transportation,2010,87.737
Pipeline transportation,2011,90.047
Pipeline transportation,2012,88.137
Pipeline transportation,2013,92.677
Pipeline transportation,2014,98.44
Pipeline transportation,2015,108.647
Pipeline transportation,2016,101.944
Pipeline transportation,2017,100.0
Pipeline transportation,2018,97.696
Pipeline transportation,2019,101.851
Pipeline transportation,2020,98.074
Pipeline transportation,2021,101.338
Pipeline transportation,2022,107.636
Pipeline transportation,2023,106.634
Other transportation and support activities,1997,81.751
Other transportation and support activities,1998,83.852
Other transportation and support activities,1999,85.228
Other transportation and support activities,2000,84.265
Other transportation and support activities,2001,83.912
Other transportation and support activities,2002,78.899
Other transportation and support activities,2003,76.795
Other transportation and support activities,2004,79.422
Other transportation and support activities,2005,80.763
Other transportation and support activities,2006,81.508
Other transportation and support activities,2007,84.2
Other transportation and support activities,2008,84.98
Other transportation and support activities,2009,78.27
Other transportation and support activities,2010,76.819
Other transportation and support activities,2011,79.508
Other transportation and support activities,2012,81.782
Other transportation and support activities,2013,87.618
Other transportation and support activities,2014,90.254
Other transportation and support activities,2015,95.177
Other transportation and support activities,2016,96.025
Other transportation and support activities,2017,100.0
Other transportation and support activities,2018,101.855
Other transportation and support activities,2019,107.538
Other transportation and support activities,2020,117.656
Other transportation and support activities,2021,131.128
Other transportation and support activities,2022,137.892
Other transportation and support activities,2023,132.788
Warehousing and storage,1997,43.201
Warehousing and storage,1998,45.578
Warehousing and storage,1999,47.52
Warehousing and storage,2000,49.051
Warehousing and storage,2001,48.183
Warehousing and storage,2002,49.63
Warehousing and storage,2003,50.941
Warehousing and storage,2004,52.811
Warehousing and storage,2005,54.923
Warehousing and storage,2006,59.977
Warehousing and storage,2007,63.095
Warehousing and storage,2008,64.167
Warehousing and storage,2009,60.074
Warehousing and storage,2010,61.129
Warehousing and storage,2011,63.778
Warehousing and storage,2012,66.355
Warehousing and storage,2013,68.977
Warehousing and storage,2014,71.309
Warehousing and storage,2015,77.999
Warehousing and storage,2016,91.154
Warehousing and storage,2017,100.0
Warehousing and storage,2018,106.189
Warehousing and storage,2019,106.457
Warehousing and storage,2020,121.097
Warehousing and storage,2021,152.879
Warehousing and storage,2022,171.267
Warehousing and storage,2023,159.229
"Publishing industries, except internet (includes software)",1997,132.623
"Publishing industries, except internet (includes software)",1998,136.385
"Publishing industries, except internet (includes software)",1999,146.632
"Publishing industries, except internet (includes software)",2000,150.263
"Publishing industries, except internet (includes software)",2001,145.754
"Publishing industries, except internet (includes software)",2002,136.451
"Publishing industries, except internet (includes software)",2003,126.618
"Publishing industries, except internet (includes software)",2004,125.381
"Publishing industries, except internet (includes software)",2005,125.586
"Publishing industries, except internet (includes software)",2006,121.619
"Publishing industries, except internet (includes software)",2007,120.811
"Publishing industries, except internet (includes software)",2008,117.963
"Publishing industries, except internet (includes software)",2009,106.277
"Publishing industries, except internet (includes software)",2010,100.591
"Publishing industries, except internet (includes software)",2011,101.42
"Publishing industries, except internet (includes software)",2012,101.293
"Publishing industries, except internet (includes software)",2013,98.22
"Publishing industries, except internet (includes software)",2014,98.36
"Publishing industries, except internet (includes software)",2015,101.045
"Publishing industries, except internet (includes software)",2016,100.238
"Publishing industries, except internet (includes software)",2017,100.0
"Publishing industries, except internet (includes software)",2018,102.475
"Publishing industries, except internet (includes software)",2019,105.613
"Publishing industries, except internet (includes software)",2020,108.786
"Publishing industries, except internet (includes software)",2021,111.46
"Publishing industries, except internet (includes software)",2022,123.436
"Publishing industries, except internet (includes software)",2023,123.594
Motion picture and sound recording industries,1997,81.624
Motion picture and sound recording industries,1998,85.499
Motion picture and sound recording industries,1999,89.971
Motion picture and sound recording industries,2000,90.642
Motion picture and sound recording industries,2001,88.72
Motion picture and sound recording industries,2002,90.357
Motion picture and sound recording industries,2003,90.159
Motion picture and sound recording industries,2004,89.172
Motion picture and sound recording industries,2005,86.022
Motion picture and sound recording industries,2006,84.841
Motion picture and sound recording industries,2007,84.336
Motion picture and sound recording industries,2008,81.183
Motion picture and sound recording industries,2009,79.911
Motion picture and sound recording industries,2010,81.578
Motion picture and sound recording industries,2011,79.966
Motion picture and sound recording industries,2012,80.454
Motion picture and sound recording industries,2013,83.875
Motion picture and sound recording industries,2014,87.811
Motion picture and sound recording industries,2015,90.148
Motion picture and sound recording industries,2016,93.66
Motion picture and sound recording industries,2017,100.0
Motion picture and sound recording industries,2018,106.943
Motion picture and sound recording industries,2019,109.709
Motion picture and sound recording industries,2020,73.53
Motion picture and sound recording industries,2021,97.747
Motion picture and sound recording industries,2022,104.239
Motion picture and sound recording industries,2023,91.028
Broadcasting and telecommunications,1997,144.145
Broadcasting and telecommunications,1998,153.522
Broadcasting and telecommunications,1999,164.795
Broadcasting and telecommunications,2000,178.085
Broadcasting and telecommunications,2001,174.963
Broadcasting and telecommunications,2002,155.643
Broadcasting and telecommunications,2003,147.483
Broadcasting and telecommunications,2004,142.907
Broadcasting and telecommunications,2005,139.216
Broadcasting and telecommunications,2006,138.143
Broadcasting and telecommunications,2007,135.241
Broadcasting and telecommunications,2008,132.857
Broadcasting and telecommunications,2009,126.795
Broadcasting and telecommunications,2010,119.826
Broadcasting and telecommunications,2011,115.098
Broadcasting and telecommunications,2012,111.182
Broadcasting and telecommunications,2013,109.182
Broadcasting and telecommunications,2014,107.887
Broadcasting and telecommunications,2015,104.749
Broadcasting and telecommunications,2016,101.646
Broadcasting and telecommunications,2017,100.0
Broadcasting and telecommunications,2018,96.662
Broadcasting and telecommunications,2019,92.97
Broadcasting and telecommunications,2020,89.042
Broadcasting and telecommunications,2021,88.821
Broadcasting and telecommunications,2022,86.991
Broadcasting and telecommunications,2023,84.106
"Data processing, internet publishing, and other information services",1997,58.553
"Data processing, internet publishing, and other information services",1998,64.23
"Data processing, internet publishing, and other information services",1999,74.156
"Data processing, internet publishing, and other information services",2000,81.564
"Data processing, internet publishing, and other information services",2001,79.361
"Data processing, internet publishing, and other information services",2002,71.916
"Data processing, internet publishing, and other information services",2003,65.548
"Data processing, internet publishing, and other information services",2004,64.811
"Data processing, internet publishing, and other information services",2005,62.978
"Data processing, internet publishing, and other information services",2006,62.794
"Data processing, internet publishing, and other information services",2007,64.479
"Data processing, internet publishing, and other information services",2008,66.651
"Data processing, internet publishing, and other information services",2009,63.84
"Data processing, internet publishing, and other information services",2010,64.097
"Data processing, internet publishing, and other information services",2011,67.729
"Data processing, internet publishing, and other information services",2012,73.064
"Data processing, internet publishing, and other information services",2013,77.996
"Data processing, internet publishing, and other information services",2014,83.519
"Data processing, internet publishing, and other information services",2015,91.896
"Data processing, internet publishing, and other information services",2016,97.025
"Data processing, internet publishing, and other information services",2017,100.0
"Data processing, internet publishing, and other information services",2018,109.354
"Data processing, internet publishing, and other information services",2019,118.84
"Data processing, internet publishing, and other information services",2020,124.285
"Data processing, internet publishing, and other information services",2021,131.824
"Data processing, internet publishing, and other information services",2022,143.275
"Data processing, internet publishing, and other information services",2023,143.497
"Federal Reserve banks, credit intermediation, and related activities",1997,91.746
"Federal Reserve banks, credit intermediation, and related activities",1998,96.01
"Federal Reserve banks, credit intermediation, and related activities",1999,97.729
"Federal Reserve banks, credit intermediation, and related activities",2000,93.642
"Federal Reserve banks, credit intermediation, and related activities",2001,97.233
"Federal Reserve banks, credit intermediation, and related activities",2002,99.022
"Federal Reserve banks, credit intermediation, and related activities",2003,102.692
"Federal Reserve banks, credit intermediation, and related activities",2004,104.524
"Federal Reserve banks, credit intermediation, and related activities",2005,109.06
"Federal Reserve banks, credit intermediation, and related activities",2006,109.372
"Federal Reserve banks, credit intermediation, and related activities",2007,107.636
"Federal Reserve banks, credit intermediation, and related activities",2008,101.639
"Federal Reserve banks, credit intermediation, and related activities",2009,95.876
"Federal Reserve banks, credit intermediation, and related activities",2010,95.334
"Federal Reserve banks, credit intermediation, and related activities",2011,96.77
"Federal Reserve banks, credit intermediation, and related activities",2012,97.976
"Federal Reserve banks, credit intermediation, and related activities",2013,98.238
"Federal Reserve banks, credit intermediation, and related activities",2014,96.964
"Federal Reserve banks, credit intermediation, and related activities",2015,98.663
"Federal Reserve banks, credit intermediation, and related activities",2016,99.535
"Federal Reserve banks, credit intermediation, and related activities",2017,100.0
"Federal Reserve banks, credit intermediation, and related activities",2018,100.771
"Federal Reserve banks, credit intermediation, and related activities",2019,100.392
"Federal Reserve banks, credit intermediation, and related activities",2020,101.324
"Federal Reserve banks, credit intermediation, and related activities",2021,101.772
"Federal Reserve banks, credit intermediation, and related activities",2022,100.282
"Federal Reserve banks, credit intermediation, and related activities",2023,97.187
"Securities, commodity contracts, and investments",1997,79.731
"Securities, commodity contracts, and investments",1998,87.068
"Securities, commodity contracts, and investments",1999,95.81
"Securities, commodity contracts, and investments",2000,105.062
"Securities, commodity contracts, and investments",2001,103.654
"Securities, commodity contracts, and investments",2002,95.859
"Securities, commodity contracts, and investments",2003,93.209
"Securities, commodity contracts, and investments",2004,92.179
"Securities, commodity contracts, and investments",2005,94.694
"Securities, commodity contracts, and investments",2006,98.138
"Securities, commodity contracts, and investments",2007,103.333
"Securities, commodity contracts, and investments",2008,103.909
"Securities, commodity contracts, and investments",2009,95.224
"Securities, commodity contracts, and investments",2010,93.925
"Securities, commodity contracts, and investments",2011,95.369
"Securities, commodity contracts, and investments",2012,95.415
"Securities, commodity contracts, and investments",2013,93.726
"Securities, commodity contracts, and investments",2014,95.161
"Securities, commodity contracts, and investments",2015,98.658
"Securities, commodity contracts, and investments",2016,99.491
"Securities, commodity contracts, and investments",2017,100.0
"Securities, commodity contracts, and investments",2018,102.741
"Securities, commodity contracts, and investments",2019,102.25
"Securities, commodity contracts, and investments",2020,102.215
"Securities, commodity contracts, and investments",2021,105.422
"Securities, commodity contracts, and investments",2022,109.129
"Securities, commodity contracts, and investments",2023,112.251
Insurance carriers and related activities,1997,85.126
Insurance carriers and related activities,1998,87.868
Insurance carriers and related activities,1999,88.64
Insurance carriers and related activities,2000,87.275
Insurance carriers and related activities,2001,88.509
Insurance carriers and related activities,2002,88.063
Insurance carriers and related activities,2003,88.451
Insurance carriers and related activities,2004,88.045
Insurance carriers and related activities,2005,87.64
Insurance carriers and related activities,2006,89.074
Insurance carriers and related activities,2007,88.696
Insurance carriers and related activities,2008,89.031
Insurance carriers and related activities,2009,88.075
Insurance carriers and related activities,2010,86.899
Insurance carriers and related activities,2011,87.052
Insurance carriers and related activities,2012,89.655
Insurance carriers and related activities,2013,89.702
Insurance carriers and related activities,2014,92.256
Insurance carriers and related activities,2015,96.522
Insurance carriers and related activities,2016,98.227
Insurance carriers and related activities,2017,100.0
Insurance carriers and related activities,2018,99.544
Insurance carriers and related activities,2019,102.798
Insurance carriers and related activities,2020,104.043
Insurance carriers and related activities,2021,103.549
Insurance carriers and related activities,2022,105.385
Insurance carriers and related activities,2023,107.92
"Funds, trusts, and other financial vehicles",1997,24.65
"Funds, trusts, and other financial vehicles",1998,28.307
"Funds, trusts, and other financial vehicles",1999,31.453
"Funds, trusts, and other financial vehicles",2000,33.543
"Funds, trusts, and other financial vehicles",2001,32.478
"Funds, trusts, and other financial vehicles",2002,33.513
"Funds, trusts, and other financial vehicles",2003,29.975
"Funds, trusts, and other financial vehicles",2004,27.365
"Funds, trusts, and other financial vehicles",2005,27.217
"Funds, trusts, and other financial vehicles",2006,27.356
"Funds, trusts, and other financial vehicles",2007,30.076
"Funds, trusts, and other financial vehicles",2008,30.995
"Funds, trusts, and other financial vehicles",2009,29.907
"Funds, trusts, and other financial vehicles",2010,28.776
"Funds, trusts, and other financial vehicles",2011,28.643
"Funds, trusts, and other financial vehicles",2012,27.644
"Funds, trusts, and other financial vehicles",2013,29.788
"Funds, trusts, and other financial vehicles",2014,46.72
"Funds, trusts, and other financial vehicles",2015,57.346
"Funds, trusts, and other financial vehicles",2016,82.798
"Funds, trusts, and other financial vehicles",2017,100.0
"Funds, trusts, and other financial vehicles",2018,115.474
"Funds, trusts, and other financial vehicles",2019,132.753
"Funds, trusts, and other financial vehicles",2020,148.45
"Funds, trusts, and other financial vehicles",2021,177.138
"Funds, trusts, and other financial vehicles",2022,218.195
"Funds, trusts, and other financial vehicles",2023,239.284
Real estate,1997,82.022
Real estate,1998,81.232
Real estate,1999,84.283
Real estate,2000,83.291
Real estate,2001,84.377
Real estate,2002,85.324
Real estate,2003,90.278
Real estate,2004,92.196
Real estate,2005,94.242
Real estate,2006,96.318
Real estate,2007,95.107
Real estate,2008,91.484
Real estate,2009,87.48
Real estate,2010,85.667
Real estate,2011,86.2
Real estate,2012,89.294
Real estate,2013,91.822
Real estate,2014,91.724
Real estate,2015,93.996
Real estate,2016,96.244
Real estate,2017,100.0
Real estate,2018,105.333
Real estate,2019,106.689
Real estate,2020,104.292
Real estate,2021,111.153
Real estate,2022,116.867
Real estate,2023,116.399
Rental and leasing services and lessors of intangible assets,1997,102.981
Rental and leasing services and lessors of intangible assets,1998,106.285
Rental and leasing services and lessors of intangible assets,1999,109.674
Rental and leasing services and lessors of intangible assets,2000,108.293
Rental and leasing services and lessors of intangible assets,2001,110.438
Rental and leasing services and lessors of intangible assets,2002,108.475
Rental and leasing services and lessors of intangible assets,2003,104.082
Rental and leasing services and lessors of intangible assets,2004,106.036
Rental and leasing services and lessors of intangible assets,2005,111.514
Rental and leasing services and lessors of intangible assets,2006,112.752
Rental and leasing services and lessors of intangible assets,2007,105.85
Rental and leasing services and lessors of intangible assets,2008,104.727
Rental and leasing services and lessors of intangible assets,2009,91.296
Rental and leasing services and lessors of intangible assets,2010,88.269
Rental and leasing services and lessors of intangible assets,2011,86.944
Rental and leasing services and lessors of intangible assets,2012,88.693
Rental and leasing services and lessors of intangible assets,2013,93.411
Rental and leasing services and lessors of intangible assets,2014,94.537
Rental and leasing services and lessors of intangible assets,2015,98.065
Rental and leasing services and lessors of intangible assets,2016,98.206
Rental and leasing services and lessors of intangible assets,2017,100.0
Rental and leasing services and lessors of intangible assets,2018,102.239
Rental and leasing services and lessors of intangible assets,2019,107.965
Rental and leasing services and lessors of intangible assets,2020,84.837
Rental and leasing services and lessors of intangible assets,2021,86.883
Rental and leasing services and lessors of intangible assets,2022,94.41
Rental and leasing services and lessors of intangible assets,2023,98.332
Legal services,1997,91.723
Legal services,1998,99.254
Legal services,1999,98.646
Legal services,2000,98.97
Legal services,2001,101.934
Legal services,2002,100.716
Legal services,2003,105.119
Legal services,2004,103.966
Legal services,2005,105.081
Legal services,2006,104.815
Legal services,2007,101.662
Legal services,2008,103.913
Legal services,2009,100.451
Legal services,2010,99.604
Legal services,2011,102.195
Legal services,2012,99.362
Legal services,2013,98.923
Legal services,2014,99.441
Legal services,2015,98.194
Legal services,2016,100.062
Legal services,2017,100.0
Legal services,2018,101.878
Legal services,2019,99.299
Legal services,2020,95.956
Legal services,2021,98.552
Legal services,2022,98.261
Legal services,2023,100.327
Computer systems design and related services,1997,39.886
Computer systems design and related services,1998,49.342
Computer systems design and related services,1999,56.567
Computer systems design and related services,2000,60.852
Computer systems design and related services,2001,62.689
Computer systems design and related services,2002,57.006
Computer systems design and related services,2003,55.332
Computer systems design and related services,2004,56.518
Computer systems design and related services,2005,59.797
Computer systems design and related services,2006,63.658
Computer systems design and related services,2007,68.789
Computer systems design and related services,2008,73.58
Computer systems design and related services,2009,72.437
Computer systems design and related services,2010,73.522
Computer systems design and related services,2011,77.304
Computer systems design and related services,2012,80.799
Computer systems design and related services,2013,84.827
Computer systems design and related services,2014,87.955
Computer systems design and related services,2015,93.079
Computer systems design and related services,2016,97.895
Computer systems design and related services,2017,100.0
Computer systems design and related services,2018,101.968
Computer systems design and related services,2019,106.846
Computer systems design and related services,2020,106.757
Computer systems design and related services,2021,111.305
Computer systems design and related services,2022,117.881
Computer systems design and related services,2023,119.815
"Miscellaneous professional, scientific, and technical services",1997,66.885
"Miscellaneous professional, scientific, and technical services",1998,72.912
"Miscellaneous professional, scientific, and technical services",1999,74.458
"Miscellaneous professional, scientific, and technical services",2000,77.51
"Miscellaneous professional, scientific, and technical services",2001,78.331
"Miscellaneous professional, scientific, and technical services",2002,76.156
"Miscellaneous professional, scientific, and technical services",2003,75.405
"Miscellaneous professional, scientific, and technical services",2004,78.431
"Miscellaneous professional, scientific, and technical services",2005,81.697
"Miscellaneous professional, scientific, and technical services",2006,85.08
"Miscellaneous professional, scientific, and technical services",2007,88.598
"Miscellaneous professional, scientific, and technical services",2008,88.855
"Miscellaneous professional, scientific, and technical services",2009,84.531
"Miscellaneous professional, scientific, and technical services",2010,83.707
"Miscellaneous professional, scientific, and technical services",2011,87.533
"Miscellaneous professional, scientific, and technical services",2012,89.265
"Miscellaneous professional, scientific, and technical services",2013,91.274
"Miscellaneous professional, scientific, and technical services",2014,93.673
"Miscellaneous professional, scientific, and technical services",2015,96.538
"Miscellaneous professional, scientific, and technical services",2016,98.686
"Miscellaneous professional, scientific, and technical services",2017,100.0
"Miscellaneous professional, scientific, and technical services",2018,102.683
"Miscellaneous professional, scientific, and technical services",2019,105.896
"Miscellaneous professional, scientific, and technical services",2020,102.621
"Miscellaneous professional, scientific, and technical services",2021,108.283
"Miscellaneous professional, scientific, and technical services",2022,116.095
"Miscellaneous professional, scientific, and technical services",2023,118.219
Management of companies and enterprises,1997,65.838
Management of companies and enterprises,1998,70.635
Management of companies and enterprises,1999,71.037
Management of companies and enterprises,2000,73.157
Management of companies and enterprises,2001,70.514
Management of companies and enterprises,2002,67.127
Management of companies and enterprises,2003,67.687
Management of companies and enterprises,2004,71.228
Management of companies and enterprises,2005,71.549
Management of companies and enterprises,2006,74.729
Management of companies and enterprises,2007,77.162
Management of companies and enterprises,2008,80.183
Management of companies and enterprises,2009,78.914
Management of companies and enterprises,2010,82.058
Management of companies and enterprises,2011,84.166
Management of companies and enterprises,2012,85.598
Management of companies and enterprises,2013,90.303
Management of companies and enterprises,2014,93.264
Management of companies and enterprises,2015,96.356
Management of companies and enterprises,2016,99.165
Management of companies and enterprises,2017,100.0
Management of companies and enterprises,2018,103.071
Management of companies and enterprises,2019,105.058
Management of companies and enterprises,2020,102.43
Management of companies and enterprises,2021,106.995
Management of companies and enterprises,2022,109.645
Management of companies and enterprises,2023,109.957
Administrative and support services,1997,71.045
Administrative and support services,1998,78.858
Administrative and support services,1999,83.048
Administrative and support services,2000,86.186
Administrative and support services,2001,82.413
Administrative and support services,2002,80.785
Administrative and support services,2003,80.444
Administrative and support services,2004,83.349
Administrative and support services,2005,85.693
Administrative and support services,2006,89.402
Administrative and support services,2007,90.814
Administrative and support services,2008,87.433
Administrative and support services,2009,77.677
Administrative and support services,2010,80.912
Administrative and support services,2011,84.45
Administrative and support services,2012,88.003
Administrative and support services,2013,90.806
Administrative and support services,2014,94.035
Administrative and support services,2015,96.338
Administrative and support services,2016,98.336
Administrative and support services,2017,100.0
Administrative and support services,2018,100.688
Administrative and support services,2019,100.5
Administrative and support services,2020,92.886
Administrative and support services,2021,101.219
Administrative and support services,2022,106.191
Administrative and support services,2023,104.182
Waste management and remediation services,1997,62.573
Waste management and remediation services,1998,67.601
Waste management and remediation services,1999,70.09
Waste management and remediation services,2000,68.08
Waste management and remediation services,2001,70.549
Waste management and remediation services,2002,74.319
Waste management and remediation services,2003,74.042
Waste management and remediation services,2004,74.615
Waste management and remediation services,2005,78.835
Waste management and remediation services,2006,78.638
Waste management and remediation services,2007,81.944
Waste management and remediation services,2008,84.509
Waste management and remediation services,2009,81.046
Waste management and remediation services,2010,83.988
Waste management and remediation services,2011,87.403
Waste management and remediation services,2012,86.452
Waste management and remediation services,2013,89.299
Waste management and remediation services,2014,93.028
Waste management and remediation services,2015,92.935
Waste management and remediation services,2016,98.665
Waste management and remediation services,2017,100.0
Waste management and remediation services,2018,103.955
Waste management and remediation services,2019,108.983
Waste management and remediation services,2020,106.8
Waste management and remediation services,2021,108.042
Waste management and remediation services,2022,114.496
Waste management and remediation services,2023,117.559
Educational services,1997,65.638
Educational services,1998,65.843
Educational services,1999,67.81
Educational services,2000,69.935
Educational services,2001,73.167
Educational services,2002,76.437
Educational services,2003,75.617
Educational services,2004,77.179
Educational services,2005,78.797
Educational services,2006,80.015
Educational services,2007,81.587
Educational services,2008,83.631
Educational services,2009,84.589
Educational services,2010,85.734
Educational services,2011,88.417
Educational services,2012,91.861
Educational services,2013,93.663
Educational services,2014,94.437
Educational services,2015,95.519
Educational services,2016,98.388
Educational services,2017,100.0
Educational services,2018,103.011
Educational services,2019,104.479
Educational services,2020,96.474
Educational services,2021,100.369
Educational services,2022,105.384
Educational services,2023,107.283
Ambulatory health care services,1997,59.647
Ambulatory health care services,1998,58.191
Ambulatory health care services,1999,58.236
Ambulatory health care services,2000,59.325
Ambulatory health care services,2001,60.94
Ambulatory health care services,2002,64.462
Ambulatory health care services,2003,67.857
Ambulatory health care services,2004,69.257
Ambulatory health care services,2005,71.077
Ambulatory health care services,2006,73.985
Ambulatory health care services,2007,75.8
Ambulatory health care services,2008,77.32
Ambulatory health care services,2009,79.26
Ambulatory health care services,2010,82.742
Ambulatory health care services,2011,85.4
Ambulatory health care services,2012,89.373
Ambulatory health care services,2013,91.426
Ambulatory health care services,2014,92.547
Ambulatory health care services,2015,95.433
Ambulatory health care services,2016,97.747
Ambulatory health care services,2017,100.0
Ambulatory health care services,2018,104.343
Ambulatory health care services,2019,106.427
Ambulatory health care services,2020,102.944
Ambulatory health care services,2021,109.078
Ambulatory health care services,2022,112.36
Ambulatory health care services,2023,117.963
Hospitals and nursing and residential care facilities,1997,74.5
Hospitals and nursing and residential care facilities,1998,73.879
Hospitals and nursing and residential care facilities,1999,73.965
Hospitals and nursing and residential care facilities,2000,75.537
Hospitals and nursing and residential care facilities,2001,77.34
Hospitals and nursing and residential care facilities,2002,78.925
Hospitals and nursing and residential care facilities,2003,81.486
Hospitals and nursing and residential care facilities,2004,83.159
Hospitals and nursing and residential care facilities,2005,84.414
Hospitals and nursing and residential care facilities,2006,85.636
Hospitals and nursing and residential care facilities,2007,87.67
Hospitals and nursing and residential care facilities,2008,89.516
Hospitals and nursing and residential care facilities,2009,89.304
Hospitals and nursing and residential care facilities,2010,89.952
Hospitals and nursing and residential care facilities,2011,91.302
Hospitals and nursing and residential care facilities,2012,93.258
Hospitals and nursing and residential care facilities,2013,94.048
Hospitals and nursing and residential care facilities,2014,94.438
Hospitals and nursing and residential care facilities,2015,96.985
Hospitals and nursing and residential care facilities,2016,99.163
Hospitals and nursing and residential care facilities,2017,100.0
Hospitals and nursing and residential care facilities,2018,103.129
Hospitals and nursing and residential care facilities,2019,104.246
Hospitals and nursing and residential care facilities,2020,102.285
Hospitals and nursing and residential care facilities,2021,100.61
Hospitals and nursing and residential care facilities,2022,100.378
Hospitals and nursing and residential care facilities,2023,103.898
Social assistance,1997,61.282
Social assistance,1998,62.761
Social assistance,1999,65.252
Social assistance,2000,66.694
Social assistance,2001,67.863
Social assistance,2002,70.455
Social assistance,2003,71.275
Social assistance,2004,74.083
Social assistance,2005,76.171
Social assistance,2006,79.144
Social assistance,2007,81.672
Social assistance,2008,84.091
Social assistance,2009,84.623
Social assistance,2010,85.133
Social assistance,2011,84.674
Social assistance,2012,87.768
Social assistance,2013,88.942
Social assistance,2014,90.551
Social assistance,2015,93.921
Social assistance,2016,97.484
Social assistance,2017,100.0
Social assistance,2018,104.528
Social assistance,2019,109.284
Social assistance,2020,104.63
Social assistance,2021,110.393
Social assistance,2022,115.167
Social assistance,2023,122.437
"Performing arts, spectator sports, museums, and related activities",1997,88.247
"Performing arts, spectator sports, museums, and related activities",1998,85.124
"Performing arts, spectator sports, museums, and related activities",1999,87.464
"Performing arts, spectator sports, museums, and related activities",2000,86.774
"Performing arts, spectator sports, museums, and related activities",2001,79.402
"Performing arts, spectator sports, museums, and related activities",2002,83.444
"Performing arts, spectator sports, museums, and related activities",2003,86.883
"Performing arts, spectator sports, museums, and related activities",2004,89.072
"Performing arts, spectator sports, museums, and related activities",2005,91.314
"Performing arts, spectator sports, museums, and related activities",2006,91.349
"Performing arts, spectator sports, museums, and related activities",2007,90.506
"Performing arts, spectator sports, museums, and related activities",2008,93.136
"Performing arts, spectator sports, museums, and related activities",2009,87.616
"Performing arts, spectator sports, museums, and related activities",2010,87.097
"Performing arts, spectator sports, museums, and related activities",2011,88.307
"Performing arts, spectator sports, museums, and related activities",2012,88.174
"Performing arts, spectator sports, museums, and related activities",2013,91.995
"Performing arts, spectator sports, museums, and related activities",2014,95.73
"Performing arts, spectator sports, museums, and related activities",2015,98.653
"Performing arts, spectator sports, museums, and related activities",2016,101.168
"Performing arts, spectator sports, museums, and related activities",2017,100.0
"Performing arts, spectator sports, museums, and related activities",2018,105.605
"Performing arts, spectator sports, museums, and related activities",2019,103.829
"Performing arts, spectator sports, museums, and related activities",2020,75.335
"Performing arts, spectator sports, museums, and related activities",2021,88.366
"Performing arts, spectator sports, museums, and related activities",2022,106.384
"Performing arts, spectator sports, museums, and related activities",2023,111.223
"Amusements, gambling, and recreation industries",1997,84.009
"Amusements, gambling, and recreation industries",1998,85.637
"Amusements, gambling, and recreation industries",1999,87.807
"Amusements, gambling, and recreation industries",2000,89.887
"Amusements, gambling, and recreation industries",2001,86.495
"Amusements, gambling, and recreation industries",2002,87.401
"Amusements, gambling, and recreation industries",2003,90.992
"Amusements, gambling, and recreation industries",2004,92.845
"Amusements, gambling, and recreation industries",2005,93.402
"Amusements, gambling, and recreation industries",2006,91.677
"Amusements, gambling, and recreation industries",2007,90.756
"Amusements, gambling, and recreation industries",2008,89.981
"Amusements, gambling, and recreation industries",2009,85.48
"Amusements, gambling, and recreation industries",2010,85.813
"Amusements, gambling, and recreation industries",2011,84.208
"Amusements, gambling, and recreation industries",2012,86.714
"Amusements, gambling, and recreation industries",2013,90.718
"Amusements, gambling, and recreation industries",2014,94.511
"Amusements, gambling, and recreation industries",2015,96.77
"Amusements, gambling, and recreation industries",2016,100.025
"Amusements, gambling, and recreation industries",2017,100.0
"Amusements, gambling, and recreation industries",2018,102.57
"Amusements, gambling, and recreation industries",2019,103.354
"Amusements, gambling, and recreation industries",2020,77.781
"Amusements, gambling, and recreation industries",2021,91.121
"Amusements, gambling, and recreation industries",2022,98.614
"Amusements, gambling, and recreation industries",2023,103.83
Accommodation,1997,98.053
Accommodation,1998,100.53
Accommodation,1999,101.716
Accommodation,2000,105.847
Accommodation,2001,95.783
Accommodation,2002,93.028
Accommodation,2003,93.439
Accommodation,2004,93.194
Accommodation,2005,96.773
Accommodation,2006,99.618
Accommodation,2007,101.288
Accommodation,2008,100.255
Accommodation,2009,92.349
Accommodation,2010,91.746
Accommodation,2011,91.396
