0,0,2,4,5,6,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,1701.0,1707.0,1735.0,1770.0,1799.0,1772.0,1764.0,1760.0,1706.0,1981.0,456.8,460.2,459.1,459.5,465.1,461.1,459.6,465.3,461.9,457.9,454.1,445.6,432.0
,,1591.0,1603.0,1635.0,1686.0,1705.0,1706.0,1698.0,1700.0,1656.0,1982.0,397.8,417.7,406.9,401.9,405.8,411.9,411.5,403.7,395.8,391.6,385.5,376.3,365.0
,,1571.0,1605.0,1641.0,1690.0,1720.0,1735.0,1723.0,1725.0,1657.0,1983.0,348.1,342.3,337.1,341.0,347.3,355.3,356.6,358.7,355.3,355.4,356.0,341.0,331.0
,,,,,,,,,,,1984.0,345.3,332.8,335.7,336.7,342.6,352.1,354.1,351.2,354.2,353.4,350.2,344.2,336.7
,,1538.0,1524.0,1549.0,1578.0,1510.0,1492.0,1464.0,1433.0,1373.0,1985.0,322.6,326.1,324.7,324.2,328.8,331.2,330.5,326.6,326.4,320.2,320.3,311.9,300.3
,,1313.0,1299.0,1311.0,1318.0,1291.0,1269.0,1235.0,1207.0,1151.0,1986.0,294.3,298.4,294.0,295.0,297.9,300.4,295.6,300.2,299.0,294.4,292.1,286.5,278.3
,,1091.0,1080.0,1069.0,1065.0,1006.0,981.0,995.0,1017.0,997.0,1987.0,270.7,268.5,266.3,265.7,273.0,276.6,275.9,276.2,276.4,274.3,272.5,263.8,259.5
,,946.0,920.0,925.0,938.0,989.0,1014.0,1030.0,1025.0,998.0,1988.0,259.3,254.6,253.0,255.8,260.0,262.1,264.4,263.3,262.3,261.6,260.7,258.6,255.5
,,966.0,999.0,1017.0,1044.0,1049.0,1032.0,1018.0,1012.0,979.0,1989.0,251.6,249.9,249.5,249.3,253.7,255.6,256.0,253.0,254.0,252.2,250.5,249.3,245.8
,,960.0,978.0,977.0,997.0,1018.0,1011.0,1009.0,1017.0,996.0,1990.0,,240.9,238.0,240.0,241.7,244.8,245.8,244.8,243.4,242.9,241.9,238.5,
