0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,137.5,132.6,132.3,134.0,134.2,136.3,141.1,143.0,142.5,138.6,138.4,138.6,138.2,1950.0,1.49,1.49,1.49,1.47,1.48,1.48,1.48,1.49,1.49,1.51,1.52,1.54,1.56
,,141.8,137.7,137.9,138.3,138.9,140.4,145.6,148.1,147.8,143.2,141.4,141.5,141.2,1951.0,1.62,1.59,1.62,1.59,1.59,1.6,1.6,1.6,1.6,1.63,1.64,1.66,1.66
,,142.7,140.9,141.0,140.9,141.0,141.4,147.2,147.7,147.8,142.6,141.0,140.5,140.1,1952.0,1.7,1.66,1.67,1.66,1.67,1.67,1.69,1.69,1.7,1.72,1.73,1.77,1.76
,,138.7,138.9,138.5,138.1,137.8,138.4,141.0,140.9,140.6,137.8,137.8,137.1,137.0,1953.0,1.82,1.77,1.78,1.78,1.81,1.81,1.8,1.83,1.84,1.85,1.85,1.86,1.84
,,136.9,135.8,135.1,135.0,134.9,136.1,140.7,141.1,140.1,136.5,135.5,136.1,136.1,1954.0,1.9,1.88,1.86,1.86,1.87,1.9,1.89,1.91,1.9,1.93,1.94,1.93,1.94
,,137.0,135.5,134.0,134.3,134.6,135.9,140.5,141.4,140.5,137.0,136.3,137.0,137.0,1955.0,1.98,1.95,1.97,1.95,1.96,1.97,1.97,1.97,1.97,1.99,2.02,2.02,2.02
,,131.8,134.6,133.6,131.6,130.4,131.0,131.2,133.4,133.9,129.3,129.8,131.8,131.4,1956.0,2.07,2.01,2.0,2.02,2.04,2.06,2.08,2.09,2.08,2.12,2.13,2.12,2.13
,,130.8,130.4,129.9,129.9,129.9,130.4,132.9,133.7,133.3,130.9,130.1,129.3,129.4,1957.0,2.18,2.14,2.13,2.12,2.13,2.15,2.19,2.2,2.19,2.22,2.23,2.24,2.25
,,129.7,128.4,128.2,128.1,128.6,129.2,132.5,133.3,132.9,129.6,129.2,128.8,128.1,1958.0,2.3,2.24,2.28,2.26,2.25,2.27,2.3,2.3,2.3,2.31,2.33,2.36,2.35
,,129.1,127.8,127.2,126.9,127.3,128.2,131.1,132.2,132.2,129.4,129.2,129.1,129.1,1959.0,2.39,2.35,2.35,2.36,2.35,2.37,2.38,2.37,2.4,2.42,2.44,2.47,2.44
