0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,263.9,247.4,234.8,245.2,245.8,253.5,253.3,248.6,253.2,263.5,269.9,287.0,364.1,1980.0,232.2,247.3,229.2,229.0,230.6,233.7,231.4,226.1,227.1,227.2,225.8,231.7,246.7
,,260.2,253.0,239.3,247.2,265.4,257.6,250.8,245.3,247.1,257.9,259.0,270.0,329.6,1981.0,216.6,221.8,207.2,206.6,213.1,215.4,214.5,212.8,215.1,216.2,217.6,222.9,236.1
,,249.1,239.9,228.9,231.7,252.2,238.2,237.1,233.6,236.9,249.9,252.3,263.1,325.2,1982.0,211.0,215.2,208.4,206.4,209.4,210.5,209.0,208.1,206.1,207.5,208.5,215.6,227.4
,,244.7,230.7,229.5,237.7,234.8,239.2,236.8,232.6,232.8,240.4,243.6,258.1,320.4,1983.0,194.9,193.6,185.0,184.2,187.3,190.5,191.9,192.5,194.1,195.3,199.5,205.6,219.4
,,246.8,234.5,226.0,233.0,251.4,240.1,234.7,229.3,233.3,242.1,246.8,265.6,324.3,1984.0,197.7,191.8,184.4,185.2,188.8,192.8,195.1,195.6,197.1,197.5,202.7,213.8,227.8
,,246.3,237.6,230.5,236.5,244.5,240.1,237.2,230.8,233.1,243.3,246.7,262.2,313.0,1985.0,208.9,206.6,197.1,197.6,200.2,203.4,204.4,204.4,207.0,208.0,215.4,225.1,238.0
,,242.3,238.5,228.6,238.2,233.6,235.5,232.0,227.8,228.1,240.0,242.3,256.0,306.7,1986.0,216.6,214.8,206.0,207.5,210.9,214.5,213.3,212.4,213.8,215.4,219.7,229.9,240.9
,,238.3,226.4,220.8,224.7,236.0,233.1,229.0,225.3,228.3,238.2,243.4,255.3,299.0,1987.0,217.6,214.7,208.8,208.5,212.5,213.6,214.8,214.2,215.8,217.1,222.0,227.6,241.5
,,241.1,233.4,225.3,228.9,235.7,237.0,235.8,231.4,232.3,237.3,243.2,255.6,297.3,1988.0,217.4,220.4,216.1,214.0,215.0,215.4,214.1,213.5,213.0,211.0,216.1,224.7,235.4
