0,0,1,2,3,4,5,6,7,8
,,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0
,,51.73,51.63,52.93,55.03,55.58,57.21,57.6,61.64
,,187.7,187.36,192.07,199.69,201.67,207.6,208.99,223.67
,,3468.05,3533.32,3467.51,3531.12,3717.01,3999.83,4004.4,3994.07
,,1307.46,1406.26,1456.35,1567.82,1728.41,1979.91,2162.38,2368.48
,,37.7,39.8,42.0,44.4,46.5,49.5,54.0,59.3
,,67043.56,68429.6,65507.62,64164.82,66877.8,69911.08,69525.84,64796.39
,,30.16,30.1,31.04,32.4,32.61,33.01,32.92,35.0
,,197.11,196.71,202.83,211.76,213.12,215.77,215.13,228.72
,,2022.06,2059.6,2033.06,2079.09,2180.82,2308.11,2288.56,2267.64
,,762.3,819.7,853.9,923.1,1014.1,1142.5,1235.8,1344.7
,,67043.56,68429.6,65507.62,64164.82,66877.8,69911.08,69525.84,64796.39
,,16.89,16.82,17.06,17.61,17.97,18.09,17.92,18.25
,,152.06,151.46,153.61,158.57,161.76,162.9,161.37,164.34
,,2349.87,2404.77,2400.48,2462.61,2584.09,2713.33,2691.3,2665.94
,,885.9,957.1,1008.2,1093.4,1201.6,1343.3,1453.3,1580.9
,,139131.0,142950.0,1406.0,139823.0,143825.0,149963.0,150157.0,146052.0
,,169.2,168.6,169.4,174.5,179.8,183.7,180.2,183.5
,,16.18,16.04,16.07,16.49,16.8,16.74,16.58,16.93
,,168.65,167.19,167.5,171.86,175.06,174.46,172.85,176.4
,,1963.93,2007.29,1978.81,2021.4,2126.67,2218.99,2203.52,2172.68
,,740.4,798.9,831.1,897.5,988.9,1098.4,1189.9,1288.4
,,121368.0,125128.0,123129.0,122585.0,126613.0,132559.0,132867.0,128370.0
,,67043.56,68429.6,65507.62,64164.82,66877.8,69911.08,69525.84,64976.39
,,2004.57,2005.24,1970.32,1960.58,1973.01,1971.43,1949.83,1927.59
,,33445.35,34125.42,33247.21,32727.42,33896.34,35462.13,35657.47,33615.19
,,121368.45,125128.12,123129.26,122584.85,126612.82,132559.45,132867.08,128369.7
,,1992.88,1994.39,,1975.04,1980.46,1973.64,1947.94,1939.06
,,139131.0,142950.0,140696.0,139823.0,143825.0,149963.0,150157.0,146052.0
,,69814.0,71676.0,71178.0,70795.0,72622.0,75983.0,77085.0,75321.0
,,60901.0,62740.0,62291.0,62067.0,63931.0,67165.0,68209.0,66202.0
,,76929.0,78875.0,78275.0,77937.0,79856.0,83299.0,84612.0,82827.0
,,13099.0,13325.0,13251.0,13198.0,13231.0,13418.0,13630.0,13902.0
,,2929.0,2810.0,2733.0,2672.0,2694.0,2716.0,2773.0,2723.0
