0,0,1,2,3,4,5,6,7,8
,,1954.0,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1961.0
,,596.59,653.31,687.44,717.68,711.79,774.37,796.2,812.01
,,261.36,287.18,303.11,314.63,308.0,334.93,343.72,347.54
,,335.23,366.14,384.33,403.05,403.79,439.44,452.48,464.47
,,320.15,349.07,365.79,383.25,383.87,417.99,430.69,442.67
,,15.08,17.07,18.54,19.79,19.92,21.44,21.78,21.8
,,596.63,652.91,687.21,717.3,711.67,774.29,795.67,811.42
,,261.36,287.18,303.11,314.63,308.0,334.93,343.72,347.54
,,335.26,365.74,384.1,402.67,403.67,439.36,451.95,463.88
,,35.16,37.96,40.31,42.56,43.93,47.6,49.1,50.66
,,209.09,224.27,234.18,246.03,251.64,269.19,279.74,286.69
,,49.97,65.31,67.95,66.06,58.4,74.79,72.55,71.27
,,-1.55,-1.85,-0.24,1.09,-2.03,-4.14,-0.37,0.48
,,42.59,40.05,41.89,46.93,51.73,51.92,50.93,54.77
,,300.1,327.78,343.79,360.11,359.74,391.75,402.85,413.22
,,320.18,348.67,365.56,382.88,383.75,417.91,430.16,442.08
,,2268.55,2400.42,2445.57,2464.96,2396.2,2547.01,2574.98,2600.71
,,1274.76,1344.63,1366.9,1383.76,1359.16,1445.26,1462.61,1486.8
,,1416.35,1492.28,1523.84,1549.83,1538.38,1631.25,1667.96,1710.9
,,372.5,405.9,428.2,451.0,456.9,495.9,515.4,533.8
,,26.3,27.2,28.1,29.1,29.7,30.4,30.9,31.2
,,1.6,1.61,1.6,1.59,1.56,1.56,1.54,1.52
,,0.82,0.83,0.83,0.83,0.82,0.82,0.82,0.82
,,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18
,,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49
,,0.5,0.5,0.5,0.5,0.51,0.51,0.51,0.51
,,695.08,759.29,802.66,841.93,845.3,918.12,949.79,975.53
,,322.58,353.39,374.46,390.93,388.4,422.22,434.39,441.73
,,372.5,405.9,428.2,451.0,456.9,495.9,515.4,533.8
,,239.8,257.9,270.6,285.3,294.6,316.3,330.7,341.1
,,54.1,69.7,72.7,71.1,63.6,80.2,78.2,77.1
,,2.6,3.0,5.3,7.3,3.3,1.5,5.9,7.2
,,76.0,75.3,79.6,87.3,95.4,97.9,100.6,108.4
,,340.0,371.5,390.1,409.9,414.0,451.2,468.9,486.1
,,0.86,0.86,0.86,0.85,0.84,0.84,0.84,0.83
,,0.9,0.9,0.9,0.89,0.88,0.89,0.88,0.87
,,0.94,0.94,0.94,0.93,0.93,0.93,0.92,0.91
