0,0,1,2,3,4,5,6,7,8
,,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0
,,1307.97,1406.84,1457.17,1568.48,1728.88,1980.04,2161.8,2366.72
,,545.14,586.54,602.47,644.7,714.33,837.4,926.56,1023.78
,,762.83,820.3,854.7,923.78,1014.55,1142.64,1235.25,1342.95
,,730.4,785.04,818.11,884.22,970.28,1090.24,1176.75,1277.77
,,32.43,35.26,36.59,39.56,44.27,52.4,58.5,65.17
,,1307.46,1406.26,1456.35,1567.82,1728.41,1979.91,2162.38,2368.48
,,545.14,586.54,602.47,644.7,714.33,837.4,926.56,1023.78
,,762.32,819.72,853.88,923.12,1014.08,1142.52,1235.82,1344.71
,,82.18,88.39,92.71,99.94,108.05,122.49,135.35,151.11
,,464.47,502.02,537.49,580.57,637.77,708.07,776.7,860.42
,,127.76,142.73,137.31,159.69,187.77,222.71,222.26,198.56
,,-6.51,-6.39,-4.25,-9.56,-15.55,-9.23,-14.12,4.02
,,94.42,92.96,90.63,92.46,96.04,98.47,115.63,130.59
,,680.14,731.33,761.18,823.17,906.03,1020.02,1100.47,1193.6
,,729.89,784.46,817.3,883.56,969.81,1090.12,1177.33,1279.53
,,3468.05,3533.32,3467.51,3531.12,3717.01,3999.83,4004.4,3994.07
,,2022.06,2059.6,2033.06,2079.09,2180.82,2308.11,2288.56,2267.64
,,2367.9,2422.11,2417.86,2483.56,2608.17,2746.06,2727.22,2695.78
,,892.7,964.0,1015.5,1102.7,1212.8,1359.3,1472.7,1598.6
,,37.7,39.8,42.0,44.4,46.5,49.5,54.0,59.3
,,1.46,1.46,1.43,1.42,1.43,1.46,1.47,1.48
,,0.82,0.82,0.81,0.81,0.81,0.82,0.82,0.82
,,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18
,,0.48,0.48,0.48,0.47,0.48,0.48,0.49,0.5
,,0.52,0.52,0.52,0.53,0.52,0.52,0.51,0.5
,,1595.8,1722.72,1800.78,1945.9,2143.39,2440.0,2667.47,2919.0
,,703.1,758.72,785.28,843.2,930.59,1080.7,1194.77,1320.4
,,892.7,964.0,1015.5,1102.7,1212.8,1359.3,1472.7,1598.6
,,552.5,597.9,640.0,691.6,757.6,837.2,916.5,1012.8
,,137.0,153.2,148.8,172.5,202.0,238.8,240.8,219.6
,,5.5,5.6,8.5,6.3,3.2,16.8,16.3,31.1
,,197.7,207.3,218.2,232.3,250.0,266.5,299.1,335.1
,,818.7,882.5,926.6,1005.1,1104.8,1241.2,1335.4,1436.6
,,0.82,0.82,0.81,0.81,0.81,0.81,0.81,0.81
,,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.84
,,0.89,0.89,0.88,0.88,0.88,0.88,0.88,0.89
