0,3,1
Variable,1972-82,1967.0
TPVGP,nan,82.0
TPVGNP,nan,147.0
Lp/L,nan,44.0
VVW,nan,42.0
SVP,nan,224.0
CVV,nan,245.0
M/EC,nan,136.0
nan,nan,210.0
