0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Sources*,Sectors,Units,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0
,PRODUCTION = Wp = V*,millions of  $,459625.0,515814.0,589202.0,664783.0,706526.0,772351.0,786528.0,839732.0,928680.0,967993.0,998546.0,1060901.0,1146222.0,12063.0
,Manufacturing,,,,,,,,,,,,,,,
SEHE,(wp)man,$/worker/week,209.32,228.9,249.27,268.94,288.62,318.0,330.26,354.08,374.03,386.37,396.01,406.31,418.81,430.09
604B13,,millions of  $,286704.0,324274.0,366271.0,409736.0,436141.0,475363.0,473056.0,490606.0,540658.0,563178.0,579190.0,598082.0,639252.0,662166.0
6O5B13,wsTJl,millions of  $,238046.0,266707.0,300093.0,334840.0,355570.0,386660.0,384038.0,397391.0,439105.0,460857.0,473218.0,490292.0,524004.0,541838.0
,xman = (EC/WS)m an,,1.204,1.216,1.221,1.224,1.227,1.229,1.232,1.235,1.231,1.222,1.224,1.22,1.22,1.222
Table F.I,(L p) m an,thousands,13525.0,14084.0,14671.0,15003.0,14131.0,13969.0,12624.0,12450.0,13201.0,13000.0,12817.0,12930.0,13229.0,13252.0
,(ec p) m an = (w p)man x x m an x 52,$ /worker/year,13110.0,14472.0,15820.0,17113.0,18409.0,20329.0,21154.0,22731.0,23948.0,24552.0,25204.0,25773.0,26568.0,27331.0
,Vman = (ecp)raan X (L p) m an = (W p) m an,millions,177301.0,203821.0,232099.0,256743.0,260144.0,283974.0,267050.0,282997.0,316126.0,319165.0,323029.0,333235.0,351454.0,362182.0
SEHE,(wp)min,$/ worker/ week,273.9,301.2,332.88,365.07,397.06,438.75,459.88,479.4,503.58,519.93,525.81,530.85,541.44,569.75
6O4B7,EC m in,millions of $,14606.0,16923.0,19832.0,23725.0,28773.0,35830.0,37454.0,33107.0,35280.0,34722.0,30273.0,28442.0,29741.0,29625.0
6O5B7,,millions of  $,12243.0,14076.0,16476.0,19673.0,23897.0,29832.0,31217.0,27563.0,29238.0,28992.0,25190.0,23578.0,24615.0,24461.0
,ws m in,,,,,,,,,,,,,,,
,xmin = (EC/WS)min,,1.193,1.202,1.204,1.206,1.204,1.201,1.2,1.201,1.207,1.198,1.202,1.206,1.208,1.211
Table F.I,(L p) m in,thousands,601.0,632.0,663.0,718.0,778.0,857.0,825.0,679.0,692.0,657.0,549.0,516.0,526.0,498.0
,,$/worker/year,16992.0,18830.0,20836.0,22894.0,24860.0,27402.0,28692.0,29943.0,31598.0,32380.0,32859.0,33299.0,34018.0,35882.0
,,millions,10214.0,11895.0,13824.0,16443.0,19349.0,23490.0,23681.0,20321.0,21878.0,21260.0,18024.0,17173.0,17906.0,17879.0
,"VmL = ( "" e c p ) ^""  L p)Tn =  (W p) m in",,,,,,,,,,,,,,,
,Construction,,,,,,,,,,,,,,,
SEHE,(Wp)con,$/worker/week,283.73,296.65,318.69,342.99,367.78,399.26,426.82,442.97,458.51,464.46,466.75,479.68,495.73,512.41
6O4B12,EC c on,millions of  $,57883.0,64701.0,76048.0,88107.0,92672.0,97859.0,97703.0,100485.0,113899.0,124640.0,134046.0,142441.0,154775.0,161982.0
605B12,,millions of  $,49988.0,55219.0,64626.0,74526.0,78111.0,82297.0,81588.0,83151.0,93781.0,102890.0,110230.0,117536.0,127859.0,133477.0
,ws c on,,,,,,,,,,,,,,,
,x c o n=(EC/WS) c on,,1.158,1.172,1.177,1.182,1.186,1.189,1.198,1.108,1.215,1.211,1.216,1.212,1.211,1.214
Table F.I,(Lp)con,thousands,3462.0,3714.0,4207.0,4479.0,4244.0,4056.0,3733.0,3807.0,4273.0,4566.0,4737.0,4815.0,4979.0,5016.0
,(ec p) c on = (w p)con x xc on x 52,$/worker/year,17084.0,18075.0,19501.0,21086.0,22690.0,24687.0,26578.0,27836.0,28957.0,29257.0,29515.0,30229.0,31205.0,32336.0
,Vcon = (eCp)conX(Lp)con = (W p) c on,millions,59153.0,67138.0,82047.0,94439.0,96303.0,100132.0,99210.0,105983.0,123741.0,133581.0,139806.0,145541.0,155377.0,162198.0
,Transportation and public utilities,,,,,,,,,,,,,,,
SEHE,(wp)tui (railroads wages),$/worker/week,300.66,321.47,343.92,392.47,426.56,457.95,484.15,541.85,573.19,594.7,608.38,627.33,673.5,693.0
604B37,"EC,U,",millions of $,81837.0,91240.0,103523.0,116839.0,128129.0,140836.0,149692.0,155354.0,165408.0,172747.0,179268.0,188987.0,200169.0,209597.0
6O5B37,,millions of  $,66585.0,74158.0,84168.0,95063.0,103958.0,114431.0,119874.0,124344.0,132306.0,139275.0,144153.0,152399.0,161047.0,168356.0
,ws t ut,,,,,,,,,,,,,,,
,"xlu, = (EC/WS)llM",,1.229,1.23,1.23,1.229,1.233,1.231,1.249,1.249,1.25,1.24,1.244,1.24,1.243,1.245
,"(ecp),u, =  (wp) l u txx t m x52",thousands,19216.0,20567.0,21996.0,25083.0,27338.0,29308.0,31438.0,35203.0,37263.0,38356.0,39342.0,40453.0,43530.0,44863.0
Table F.I,(L p) l ul,$/worker/year,3928.0,4011.0,4161.0,4324.0,4306.0,4327.0,4235.0,4175.0,4360.0,4395.0,4413.0,4529.0,4647.0,4728.0
,"V,ul = (ecp)lu, x (L p) t ut = (Wp) lul",millions,75484.0,82503.0,91516.0,108463.0,117729.0,126816.0,133125.0,146978.0,162462.0,168589.0,173609.0,183231.0,202275.0,212118.0
,Services,,,,,,,,,,,,,,,
