0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,Agriculture,,,,,,,,,,,,,,,
Table G.I,(Wp)agr = (EC/FEE) a gr = (ecp)agr,$/worker/year,2355.0,2506.0,2788.0,3068.0,3390.0,3632.0,3890.0,4282.0,4503.0,4624.0,4841.0,5458.0,5906.0,6398.0
607B4,FEEl gr,thousands,1723.0,1677.0,1552.0,1476.0,1382.0,1314.0,1298.0,1274.0,1280.0,1276.0,1293.0,1368.0,1458.0,1440.0
604B4,"EC.,,",millions  of S,4057.0,4202.0,4327.0,4529.0,4685.0,4772.0,5049.0,5455.0,5764.0,5900.0,6260.0,7466.0,8611.0,9213.0
Table G.I,"(L p), gr",thousands,3395.0,3199.0,3027.0,2902.0,2666.0,2554.0,2.513,2435.0,2367.0,2290.0,2.357,2408.0,2475.0,2.423
,"V«gr = (ecp),gr X (L p) a gr = (Wp)agr",millions  of $,7994.0,8016.0,8441.0,8905.0,9037.0,9275.0,9774.0,10425.0,10660.0,10.588,11411.0,13142.0,14618.0,15502.0
,Government enterprises,,,,,,,,,,,,,,,
,wge  =  (EC/FEE) g e=(ec p) ge,$/worker/year,5704.0,6071.0,6393.0,6711.0,6920.0,7197.0,7806.0,8417.0,9449.0,10042.0,11068.0,12101.0,13225.0,14493.0
607B81,FEEgefed,thousands,691.0,694.0,700.0,718.0,785.0,824.0,835.0,848.0,866.0,870.0,843.0,838.0,854.0,838.0
607B86,FEEge$l,thousands,389.0,399.0,420.0,428.0,429.0,429.0,461.0,479.0,507.0,521.0,530.0,555.0,596.0,644.0
,FEE g e t o l a|,thousands,1080.0,1093.0,1120.0,1146.0,1214.0,1253.0,12.0,1327.0,1373.0,1391.0,1373.0,1393.0,1450.0,1482.0
604B81,ECf ed,millions  of $,3968.0,4311.0,4586.0,4914.0,5401.0,5791.0,6459.0,7076.0,8377.0,8829.0,9590.0,10424.0,11824.0,12976.0
6O4B86,"ECS,",millions  of $,2192.0,2325.0,2574.0,2777.0,3000.0,3227.0,3658.0,4094.0,4597.0,5140.0,5606.0,6433.0,7352.0,8502.0
,"EC g e l o l a,",millions  of S,6160.0,6636.0,7160.0,7691.0,8401.0,9018.0,10117.0,11170.0,12974.0,13969.0,15.1,16857.0,19.176,21478.0
Table F.I,"(Lp)gef«» = (Lp/L)nongOV,o, x  L g e f ed",thousands,510.0,511.0,513.0,527.0,575.0,598.0,605.0,612.0,621.0,622.0,606.0,601.0,608.0,587.0
Table F.I,"(Lp)ge$| = (Lp/L) n o n g o v t o txLg e s,",thousands,287.0,294.0,308.0,314.0,314.0,311.0,334.0,346.0,363.0,373.0,381.0,398.0,424.0,451.0
Table F.I,(Lp)g«otal = (Lp)gefed + (L p)gesi,thousands,797.0,804.0,821.0,841.0,888.0,909.0,939.0,958.0,984.0,995.0,986.0,999.0,1032.0,1037.0
,vge  =  (ec p) g ex(L p ) g e l o t a|,millions  of $,4547.0,4883.0,5251.0,5646.0,6148.0,6543.0,7331.0,8066.0,9299.0,9994.0,10918.0,12084.0,13653.0,15035.0
,TOTAL TRADE = W lt,millions  of $,65047.0,68074.0,72554.0,77411.0,83556.0,88.539,96641.0,106485.0,115.086,124025.0,135689.0,151100.0,166627.0,178072.0
,Wholesale trade,,,,,,,,,,,,,,,
Table G.I,,millions  of $,22.77,23964.0,25559.0,27332.0,30072.0,32047.0,34710.0,38345.0,41512.0,44262.0,48443.0,54782.0,61569.0,65151.0
,w w h lr,,,,,,,,,,,,,,,
,Retail trade,,,,,,,,,,,,,,,
Table G.I,,millions  of S,40163.0,41864.0,44630.0,47578.0,50793.0,53673.0,58734.0,64554.0,69531.0,75147.0,81.991,90145.0,98447.0,106098.0
,w r e ur,,,,,,,,,,,,,,,
,Building rental,,,,,,,,,,,,,,,
Table G.I,,millions  of $,2114.0,2246.0,2365.0,2501.0,2691.0,2819.0,31.0,3587.0,4044.0,4616.0,5.254,6173.0,6611.0,6824.0
,wb r=wr e-w gr,,,,,,,,,,,,,,,
,ROYALTIES =  Wr,millions  of S,16620.0,17684.0,18965.0,20280.0,22029.0,24227.0,27371.0,30231.0,33007.0,36294.0,40256.0,45027.0,49257.0,54707.0
,Finance and insurance,,,,,,,,,,,,,,,
Table G.I,,millions  of $,13765.0,14640.0,15748.0,16868.0,18347.0,20359.0,22972.0,25267.0,27381.0,29837.0,32867.0,36298.0,39891.0,45022.0
,wfi,,,,,,,,,,,,,,,
,Ground rent,,,,,,,,,,,,,,,
Table G.I,Wre,millions  of $,2855.0,3044.0,3217.0,3412.0,3682.0,3869.0,4399.0,43.0,5626.0,6456.0,7389.0,8730.0,9366.0,9685.0
,DUMMY = Wd,millions  of $,55437.0,59321.0,64386.0,69256.0,78394.0,87377.0,97769.0,107481.0,119474.0,130322.0,142590.0,155041.0,168699.0,187651.0
,Government,,,,,,,,,,,,,,,
Table G.I,Wgovtol,millions  of $,55437.0,59321.0,64386.0,69256.0,78394.0,87377.0,97769.0,107481.0,119474.0,130322.0,142590.0,155041.0,168699.0,187651.0
Table G.I,W=TotalECandWEQ,millions  of $,360886.0,379432.0,406662.0,436635.0,480940.0,515034.0,566661.0,624698.0,667551.0,712247.0,783118.0,875185.0,961227.0,1024738.0
,Total variable capital = V*  = Wp,millions  of S,155536.0,162758.0,171998.0,188426.0,207068.0,216257.0,236769.0,261216.0,270432.0,287525.0,324303.0,370490.0,398.505,410750.0
,,millions  of S,205350.0,216673.0,234665.0,248210.0,273872.0,298777.0,329892.0,363482.0,397120.0,424721.0,458815.0,504695.0,562722.0,613988.0
,wu=w-v*,,,,,,,,,,,,,,,
,( W u ) p  =  W u - ( W u ) u,millions  of $,68245.0,71594.0,78759.0,81264.0,89893.0,98634.0,108112.0,119285.0,129553.0,134081.0,140280.0,153.527,178.138,193558.0
,"( W u) u  = W,, + W r +  W d",millions  of S,137104.0,145079.0,155906.0,166946.0,183979.0,200143.0,221781.0,244197.0,267567.0,290641.0,318535.0,351168.0,384.583,420430.0
,ec D  = V * / L n =  W D / L n,$/prod.  worker,5196.0,5423.0,5680.0,6007.0,6359.0,6582.0,7079.0,7655.0,8134.0,8785.0,9568.0,10447.0,11.176,12219.0
,"P 
P 
P 
P",,,,,,,,,,,,,,,
,,$/unpr.  worker,5680.0,5913.0,6242.0,6403.0,6723.0,7067.0,7587.0,8123.0,8819.0,9394.0,9983.0,10550.0,11495.0,12476.0
,ec u  =  W u / L u,,,,,,,,,,,,,,,
