0,1,1948,1949,1950,1951,1952,1953,1954
,G = G + WG,32.5,38.86,38.62,60.2,75.56,82.36,75.59
,G/SP,0.22,0.26,0.23,0.32,0.39,0.4,0.36
Sources,Variables,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1961.0
,G=G + WG,74.85,79.09,86.73,94.63,96.72,99.03,106.37
,G/SP,0.33,0.33,0.35,0.37,0.35,0.35,0.36
Sources,Variables,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0
,G=G + WG,115.66,120.82,126.81,135.1,154.54,175.3,192.22
,G/SP,0.36,0.36,0.35,0.34,0.36,0.39,0.39
