0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,W f i = e c f i x L fi,millions  of S,4308.0,4610.0,5085.0,5656.0,6241.0,6888.0,7578.0,8129.0,8849.0,9591.0,10402.0,11302.0,12.102,13040.0
,Ground  rent,,,,,,,,,,,,,,,
604B58,E C re,millions of $,1153.0,1123.0,1251.0,1328.0,1360.0,1430.0,1541.0,1703.0,1847.0,1840.0,1829.0,1991.0,2028.0,2092.0
6O7B58,FEE re,thousands,463.0,449.0,467.0,469.0,464.0,462.0,468.0,490.0,499.0,478.0,469.0,480.0,480.0,468.0
,ec re =  ( E C / F E E ) re,dollars,2490.0,2501.0,2679.0,2.832,2931.0,3095.0,3293.0,3476.0,3701.0,3849.0,3900.0,4148.0,4225.0,4470.0
610B 58,,thousands,603.0,574.0,584.0,600.0,606.0,617.0,633.0,645.0,646.0,623.0,611.0,615.0,615.0,603.0
,W r e = e c r e x L re,millions  of $,1502.0,1436.0,1564.0,1699.0,1776.0,1910.0,2084.0,2242.0,2.391,2398.0,2383.0,2551.0,2598.0,2695.0
Table B.5,,,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.26
,"gW
g r = W r e xg",millions of S,419.0,397.0,428.0,461.0,478.0,509.0,550.0,587.0,620.0,616.0,606.0,642.0,661.0,693.0
,DUMMY,,,,,,,,,,,,,,,
,"Government""",,,,,,,,,,,,,,,
6O4B78,E C g o v f ed,millions  of S,9556.0,10679.0,11095.0,16582.0,19275.0,19.075,18346.0,18958.0,19604.0,20227.0,21325.0,21714.0,22588.0,23.64
6O4B83,"EC,OV$1",millions  of $,8521.0,9442.0,10145.0,11.159,12252.0,13.334,14698.0,15838.0,17620.0,19556.0,21578.0,23133.0,25470.0,27934.0
,"W , o v t « = E C , o v f ed  +  EC, OV$I",millions  of $,18077.0,20121.0,21240.0,27741.0,31527.0,32409.0,33044.0,347.0,37224.0,39783.0,42903.0,44847.0,48058.0,51574.0
,W = T o t al  EC and WEQ,millions of $,164763.0,164753.0,178761.0,206232.0,222097.0,236846.0,235670.0,252.731,272671.0,286751.0,289269.0,311712.0,328351.0,338075.0
