0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,TOTALTRADE,,,,,,,,,,,,,,,
,Wholesale  trade,,,,,,,,,,,,,,,
6O4B50,EC w h lr,millions  of  $,20875.0,21988.0,23496.0,25264.0,27838.0,29849.0,32479.0,35887.0,38904.0,41460.0,45629.0,51587.0,57902.0,61390.0
607B50,FEEw h tr,thousands,3161.0,3193.0,3268.0,3372.0,3501.0,3585.0,3668.0,3782.0,3864.0,3891.0,4005.0,4230.0,4342.0,4260.0
,ec w h lr =  (EC/FEE) w h lr,dollars,6604.0,6886.0,7190.0,7492.0,7951.0,8326.0,8855.0,9489.0,10068.0,10655.0,11393.0,12.196,13335.0,14411.0
610B  50,Lwhtr,thousands,3448.0,3480.0,3555.0,3648.0,3782.0,3849.0,3920.0,4041.0,4123.0,4154.0,4252.0,4492.0,4617.0,4521.0
,Wwhir = eCwhtrXLwhtr,millions  of S,22770.0,23964.0,25.559,27332.0,30072.0,32047.0,34710.0,38345.0,41512.0,44262.0,48443.0,54782.0,61569.0,65151.0
,Retail  trade,,,,,,,,,,,,,,,
6O4B51,EC r e t tr,millions  of  $,32175.0,34182.0,36702.0,39500.0,42879.0,45966.0,50765.0,55927.0,60250.0,65040.0,71250.0,79097.0,86228.0,93007.0
607B51,FEEreUr,thousands,7198.0,7364.0,7643.0,7941.0,8301.0,8541.0,8867.0,9180.0,9329.0,9524.0,9764.0,10281.0,10465.0,10501.0
,ecrettr =  (EC/FEE) r e t tr,dollars,4470.0,4642.0,4802.0,4974.0,5166.0,5382.0,5725.0,6092.0,6458.0,6829.0,7297.0,7694.0,8240.0,8857.0
610BS1,L r e ur,thousands,8985.0,9019.0,9294.0,9565.0,9833.0,9973.0,10259.0,10596.0,10766.0,11004.0,11236.0,11717.0,11948.0,11979.0
,W r e u r = e c r e U r x L r e Ur,millions  of  $,40163.0,41864.0,44630.0,47578.0,50793.0,53673.0,58734.0,64554.0,69.531,75147.0,81991.0,90145.0,98447.0,106098.0
,Building  rental,,,,,,,,,,,,,,,
,,millions  of  S,2114.0,2246.0,2365.0,2501.0,2691.0,2819.0,31.0,3.587,4.044,4616.0,5254.0,6173.0,6611.0,6824.0
,wb r=wr e-w gr,,,,,,,,,,,,,,,
,ROYALTIES,,,,,,,,,,,,,,,
,Finance  and  insurance,,,,,,,,,,,,,,,
,ECfi =  E C f i r e - E C re,millions  of  S,13095.0,13953.0,15034.0,16130.0,17546.0,19457.0,22011.0,24198.0,26368.0,28794.0,31803.0,34942.0,38628.0,43349.0
6O4B52,ECfire,millions  of  $,15320.0,16339.0,17569.0,18851.0,20497.0,22535.0,25530.0,28210.0,30922.0,33956.0,37774.0,41993.0,46020.0,50934.0
,FEEfi =  FEE f i r e-FEE re,thousands,2112.0,2173.0,2231.0,2317.0,2387.0,2525.0,2657.0,2784.0,2862.0,2898.0,2989.0,3119.0,3241.0,3291.0
607B52,FEEfire,thousands,2592.0,2666.0,2729.0,2837.0,2924.0,3074.0,3233.0,3387.0,3491.0,3564.0,3692.0,3896.0,4020.0,4064.0
,ecfi =  (EC/FEE) fi,dollars,6200.0,6421.0,6739.0,6962.0,7351.0,7706.0,8284.0,8692.0,9213.0,9936.0,10640.0,11203.0,11919.0,13172.0
,Lfi  =  L f i r e - L re,thousands,2220.0,2280.0,2337.0,2423.0,2496.0,2642.0,2773.0,2907.0,2972.0,3003.0,3089.0,3240.0,3.347,3418.0
610B  32,Lftre,thousands,2836.0,2909.0,2969.0,3075.0,3166.0,3332.0,3493.0,3653.0,3749.0,3836.0,3959.0,4202.0,4334.0,4405.0
