0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,W f i=ec f ixLfi,millions  of  $,13765.0,14640.0,15748.0,16868.0,18347.0,20359.0,22972.0,25267.0,27381.0,29837.0,32867.0,36298.0,39891.0,45022.0
,Ground  rent,,,,,,,,,,,,,,,
6O4B58,EC re,millions  of  S,2225.0,2386.0,2535.0,2721.0,2951.0,3078.0,3519.0,4012.0,4554.0,5162.0,5971.0,7051.0,7392.0,7585.0
6O7B58,FEEre,thousands,480.0,493.0,498.0,520.0,537.0,549.0,576.0,603.0,629.0,666.0,703.0,in,779.0,773.0
,ec re =  (EC/FEE) re,dollars,4635.0,4840.0,5090.0,5233.0,5.495,5607.0,6109.0,6653.0,7240.0,7751.0,8494.0,9075.0,9489.0,9812.0
610B  58,,thousands,616.0,629.0,632.0,652.0,670.0,690.0,720.0,746.0,777.0,833.0,870.0,962.0,987.0,987.0
,Wre =  e c r e x L re,millions  of  S,2855.0,3044.0,3217.0,3412.0,3682.0,3869.0,4399.0,4963.0,5626.0,6456.0,7389.0,8730.0,9366.0,9685.0
Table  B.5,,,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.28,0.29,0.29,0.29,0.29,0.3
,"g W
v  =  W r e xg",millions of  S,742.0,799.0,852.0,911.0,991.0,1049.0,1202.0,1376.0,1582.0,1841.0,2135.0,2557.0,2755.0,2861.0
,DUMMY,,,,,,,,,,,,,,,
,Government*,,,,,,,,,,,,,,,
604B78,EC g o v f ed,millions  of  $,25194.0,26464.0,28513.0,29962.0,34279.0,37847.0,41871.0,44880.0,48407.0,51067.0,54858.0,57108.0,61052.0,66542.0
6O4B83,EC gov$1,millions  of  $,30243.0,32857.0,35873.0,39294.0,44115.0,49530.0,55898.0,62601.0,71067.0,79255.0,87732.0,97933.0,107647.0,121109.0
,"Wgovto. = EC g o v f ed  +  EC g o v s,",millions  of  $,55437.0,59321.0,64386.0,69256.0,78394.0,87377.0,97769.0,107481.0,119474.0,130322.0,142590.0,155041.0,168699.0,187651.0
,W=Total  EC and  WEQ,millions  of  $,360886.0,379432.0,406662.0,436635.0,480940.0,515034.0,566661.0,624698.0,667551.0,712247.0,783118.0,875185.0,961227.0,1024738.0
